PaymentID,LoanID,PaymentDate,PaymentDueDate,AmountDue,AmountPaid,PaymentStatus,DaysLate
LP00002039,L0000753,2026-07-01,2026-07-01,7478.29,7478.29,On Time,0
LP00002040,L0000754,2026-06-28,2026-07-01,5608.17,5608.17,On Time,0
LP00002041,L0000754,2026-05-29,2026-06-01,5608.17,5608.17,On Time,0
LP00002042,L0000754,2026-04-30,2026-05-02,5608.17,5608.17,On Time,0
LP00002043,L0000755,2026-07-29,2026-07-01,33609.72,0,Missed,60
LP00002044,L0000755,2026-05-29,2026-06-01,33609.72,33609.72,On Time,0
LP00002045,L0000755,2026-05-30,2026-05-02,33609.72,0,Missed,30
LP00002046,L0000756,2026-06-27,2026-07-01,11341.6,11341.6,On Time,0
LP00002047,L0000757,2026-07-29,2026-07-01,3905.17,0,Missed,45
LP00002048,L0000757,2026-06-01,2026-06-01,3905.17,3905.17,On Time,0
LP00002049,L0000757,2026-05-10,2026-05-02,3905.17,3905.17,Late,8
LP00002050,L0000758,2026-06-29,2026-07-01,3696.3,3696.3,On Time,0
LP00002051,L0000758,2026-06-29,2026-06-01,3696.3,0,Missed,60
LP00002052,L0000758,2026-05-01,2026-05-02,3696.3,3696.3,On Time,0
LP00002053,L0000759,2026-06-29,2026-07-01,12911.9,12911.9,On Time,0
LP00002054,L0000759,2026-05-31,2026-06-01,12911.9,12911.9,On Time,0
LP00002055,L0000759,2026-04-28,2026-05-02,12911.9,12911.9,On Time,0
LP00002056,L0000760,2026-06-30,2026-07-01,165.37,165.37,On Time,0
LP00002057,L0000760,2026-06-01,2026-06-01,165.37,165.37,On Time,0
LP00002058,L0000760,2026-04-30,2026-05-02,165.37,165.37,On Time,0
LP00002059,L0000761,2026-06-28,2026-07-01,21469.56,21469.56,On Time,0
LP00002060,L0000761,2026-06-01,2026-06-01,21469.56,21469.56,On Time,0
LP00002061,L0000761,2026-04-29,2026-05-02,21469.56,21469.56,On Time,0
LP00002062,L0000762,2026-07-29,2026-07-01,4147.36,0,Missed,30
LP00002063,L0000762,2026-06-20,2026-06-01,4147.36,4147.36,Late,19
LP00002064,L0000762,2026-05-30,2026-05-02,4147.36,0,Missed,45
LP00002065,L0000763,2026-07-01,2026-07-01,24226.01,24226.01,On Time,0
LP00002066,L0000763,2026-05-29,2026-06-01,24226.01,24226.01,On Time,0
LP00002067,L0000764,2026-06-27,2026-07-01,27670.25,27670.25,On Time,0
LP00002068,L0000764,2026-05-30,2026-06-01,27670.25,27670.25,On Time,0
LP00002069,L0000764,2026-04-28,2026-05-02,27670.25,27670.25,On Time,0
LP00002070,L0000765,2026-06-30,2026-07-01,21483.07,21483.07,On Time,0
LP00002071,L0000765,2026-05-28,2026-06-01,21483.07,21483.07,On Time,0
LP00002072,L0000765,2026-04-29,2026-05-02,21483.07,21483.07,On Time,0
LP00002073,L0000766,2026-06-29,2026-07-01,20246.72,20246.72,On Time,0
LP00002074,L0000766,2026-06-01,2026-06-01,20246.72,20246.72,On Time,0
LP00002075,L0000766,2026-04-30,2026-05-02,20246.72,20246.72,On Time,0
LP00002076,L0000767,2026-06-29,2026-07-01,3750.71,3750.71,On Time,0
LP00002077,L0000767,2026-06-29,2026-06-01,3750.71,0,Missed,45
LP00002078,L0000767,2026-04-28,2026-05-02,3750.71,3750.71,On Time,0
LP00002079,L0000768,2026-06-29,2026-07-01,32379.98,32379.98,On Time,0
LP00002080,L0000769,2026-06-30,2026-07-01,5516.7,5516.7,On Time,0
LP00002081,L0000769,2026-05-30,2026-06-01,5516.7,5516.7,On Time,0
LP00002082,L0000769,2026-05-14,2026-05-02,5516.7,5516.7,Late,12
LP00002083,L0000770,2026-06-30,2026-07-01,43961.09,43961.09,On Time,0
LP00002084,L0000770,2026-06-29,2026-06-01,43961.09,0,Missed,45
LP00002085,L0000770,2026-05-01,2026-05-02,43961.09,43961.09,On Time,0
LP00002086,L0000771,2026-06-29,2026-07-01,3169.32,3169.32,On Time,0
LP00002087,L0000771,2026-06-01,2026-06-01,3169.32,3169.32,On Time,0
LP00002088,L0000772,2026-06-30,2026-07-01,12439.52,12439.52,On Time,0
LP00002089,L0000772,2026-06-01,2026-06-01,12439.52,12439.52,On Time,0
LP00002090,L0000772,2026-05-02,2026-05-02,12439.52,12439.52,On Time,0
LP00002091,L0000773,2026-07-01,2026-07-01,2071.57,2071.57,On Time,0
LP00002092,L0000773,2026-06-01,2026-06-01,2071.57,2071.57,On Time,0
LP00002093,L0000774,2026-07-29,2026-07-01,10095.56,0,Missed,60
LP00002094,L0000774,2026-06-29,2026-06-01,10095.56,0,Missed,45
LP00002095,L0000774,2026-05-02,2026-05-02,10095.56,10095.56,On Time,0
LP00002096,L0000775,2026-07-29,2026-07-01,9090.25,0,Missed,60
LP00002097,L0000775,2026-06-01,2026-06-01,9090.25,9090.25,On Time,0
LP00002098,L0000775,2026-04-28,2026-05-02,9090.25,9090.25,On Time,0
LP00002099,L0000776,2026-07-01,2026-07-01,10669.7,10669.7,On Time,0
LP00002100,L0000777,2026-06-29,2026-07-01,36288.34,36288.34,On Time,0
LP00002101,L0000777,2026-05-30,2026-06-01,36288.34,36288.34,On Time,0
LP00002102,L0000777,2026-05-02,2026-05-02,36288.34,36288.34,On Time,0
LP00002103,L0000778,2026-07-01,2026-07-01,18947.14,18947.14,On Time,0
LP00002104,L0000778,2026-05-29,2026-06-01,18947.14,18947.14,On Time,0
LP00002105,L0000778,2026-05-02,2026-05-02,18947.14,18947.14,On Time,0
LP00002106,L0000779,2026-07-13,2026-07-01,2968.55,2968.55,Late,12
LP00002107,L0000779,2026-06-01,2026-06-01,2968.55,2968.55,On Time,0
LP00002108,L0000779,2026-05-30,2026-05-02,2968.55,0,Missed,60
LP00002109,L0000780,2026-06-27,2026-07-01,7996.19,7996.19,On Time,0
LP00002110,L0000780,2026-05-29,2026-06-01,7996.19,7996.19,On Time,0
LP00002111,L0000780,2026-05-01,2026-05-02,7996.19,7996.19,On Time,0
LP00002112,L0000781,2026-07-01,2026-07-01,8073.88,8073.88,On Time,0
LP00002113,L0000781,2026-05-29,2026-06-01,8073.88,8073.88,On Time,0
LP00002114,L0000781,2026-05-30,2026-05-02,8073.88,0,Missed,60
LP00002115,L0000782,2026-07-01,2026-07-01,13673.02,13673.02,On Time,0
LP00002116,L0000782,2026-05-30,2026-06-01,13673.02,13673.02,On Time,0
LP00002117,L0000782,2026-04-28,2026-05-02,13673.02,13673.02,On Time,0
LP00002118,L0000783,2026-06-27,2026-07-01,8129.27,8129.27,On Time,0
LP00002119,L0000783,2026-05-29,2026-06-01,8129.27,8129.27,On Time,0
LP00002120,L0000783,2026-04-28,2026-05-02,8129.27,8129.27,On Time,0
LP00002121,L0000784,2026-07-29,2026-07-01,13408.26,0,Missed,30
LP00002122,L0000784,2026-06-29,2026-06-01,13408.26,0,Missed,30
LP00002123,L0000784,2026-04-28,2026-05-02,13408.26,13408.26,On Time,0
LP00002124,L0000785,2026-07-29,2026-07-01,22486.21,0,Missed,45
LP00002125,L0000785,2026-06-21,2026-06-01,22486.21,15091.97,Partial,20
LP00002126,L0000785,2026-04-28,2026-05-02,22486.21,22486.21,On Time,0
LP00002127,L0000786,2026-06-30,2026-07-01,9275.68,9275.68,On Time,0
LP00002128,L0000786,2026-05-29,2026-06-01,9275.68,9275.68,On Time,0
LP00002129,L0000786,2026-05-08,2026-05-02,9275.68,5668.82,Partial,6
LP00002130,L0000787,2026-07-01,2026-07-01,10246.19,10246.19,On Time,0
LP00002131,L0000787,2026-06-19,2026-06-01,10246.19,10246.19,Late,18
LP00002132,L0000787,2026-04-29,2026-05-02,10246.19,10246.19,On Time,0
LP00002133,L0000788,2026-07-08,2026-07-01,23033.96,23033.96,Late,7
LP00002134,L0000788,2026-06-01,2026-06-01,23033.96,23033.96,On Time,0
LP00002135,L0000788,2026-04-30,2026-05-02,23033.96,23033.96,On Time,0
LP00002136,L0000789,2026-07-15,2026-07-01,2127.7,2127.7,Late,14
LP00002137,L0000789,2026-05-31,2026-06-01,2127.7,2127.7,On Time,0
LP00002138,L0000789,2026-04-29,2026-05-02,2127.7,2127.7,On Time,0
LP00002139,L0000790,2026-06-29,2026-07-01,4606.15,4606.15,On Time,0
LP00002140,L0000790,2026-05-29,2026-06-01,4606.15,4606.15,On Time,0
LP00002141,L0000790,2026-05-01,2026-05-02,4606.15,4606.15,On Time,0
LP00002142,L0000791,2026-07-12,2026-07-01,5759.99,5759.99,Late,11
LP00002143,L0000791,2026-06-15,2026-06-01,5759.99,3219.15,Partial,14
LP00002144,L0000791,2026-05-02,2026-05-02,5759.99,5759.99,On Time,0
LP00002145,L0000792,2026-06-30,2026-07-01,5026.64,5026.64,On Time,0
LP00002146,L0000792,2026-05-31,2026-06-01,5026.64,5026.64,On Time,0
LP00002147,L0000792,2026-05-02,2026-05-02,5026.64,5026.64,On Time,0
LP00002148,L0000793,2026-07-01,2026-07-01,693.25,693.25,On Time,0
LP00002149,L0000793,2026-05-30,2026-06-01,693.25,693.25,On Time,0
LP00002150,L0000794,2026-07-01,2026-07-01,41519.2,41519.2,On Time,0
LP00002151,L0000794,2026-06-29,2026-06-01,41519.2,0,Missed,30
LP00002152,L0000794,2026-05-01,2026-05-02,41519.2,41519.2,On Time,0
LP00002153,L0000795,2026-07-01,2026-07-01,8369.31,8369.31,On Time,0
LP00002154,L0000796,2026-07-01,2026-07-01,13981.89,13981.89,On Time,0
LP00002155,L0000796,2026-06-01,2026-06-01,13981.89,13981.89,On Time,0
LP00002156,L0000796,2026-05-02,2026-05-02,13981.89,13981.89,On Time,0
LP00002157,L0000797,2026-07-02,2026-07-01,14689.63,14689.63,Late,1
LP00002158,L0000797,2026-05-30,2026-06-01,14689.63,14689.63,On Time,0
LP00002159,L0000797,2026-05-01,2026-05-02,14689.63,14689.63,On Time,0
LP00002160,L0000798,2026-06-28,2026-07-01,6593.77,6593.77,On Time,0
LP00002161,L0000799,2026-07-01,2026-07-01,4119.32,4119.32,On Time,0
LP00002162,L0000799,2026-05-29,2026-06-01,4119.32,4119.32,On Time,0
LP00002163,L0000799,2026-04-29,2026-05-02,4119.32,4119.32,On Time,0
LP00002164,L0000800,2026-06-30,2026-07-01,8918.79,8918.79,On Time,0
LP00002165,L0000800,2026-05-28,2026-06-01,8918.79,8918.79,On Time,0
LP00002166,L0000800,2026-04-28,2026-05-02,8918.79,8918.79,On Time,0
LP00002167,L0000801,2026-07-01,2026-07-01,15467.71,15467.71,On Time,0
LP00002168,L0000801,2026-06-29,2026-06-01,15467.71,0,Missed,30
LP00002169,L0000801,2026-05-18,2026-05-02,15467.71,15467.71,Late,16
LP00002170,L0000802,2026-06-27,2026-07-01,14277.62,14277.62,On Time,0
LP00002171,L0000802,2026-06-21,2026-06-01,14277.62,14277.62,Late,20
LP00002172,L0000803,2026-07-29,2026-07-01,7376.99,0,Missed,60
LP00002173,L0000804,2026-06-30,2026-07-01,9338.06,9338.06,On Time,0
LP00002174,L0000804,2026-05-30,2026-06-01,9338.06,9338.06,On Time,0
LP00002175,L0000804,2026-04-28,2026-05-02,9338.06,9338.06,On Time,0
LP00002176,L0000805,2026-06-30,2026-07-01,397.4,397.4,On Time,0
LP00002177,L0000805,2026-05-29,2026-06-01,397.4,397.4,On Time,0
LP00002178,L0000805,2026-04-28,2026-05-02,397.4,397.4,On Time,0
LP00002179,L0000806,2026-06-29,2026-07-01,6873.76,6873.76,On Time,0
LP00002180,L0000807,2026-07-19,2026-07-01,3007.68,3007.68,Late,18
LP00002181,L0000807,2026-05-30,2026-06-01,3007.68,3007.68,On Time,0
LP00002182,L0000807,2026-04-28,2026-05-02,3007.68,3007.68,On Time,0
LP00002183,L0000808,2026-06-30,2026-07-01,6231.9,6231.9,On Time,0
LP00002184,L0000808,2026-05-28,2026-06-01,6231.9,6231.9,On Time,0
LP00002185,L0000808,2026-05-02,2026-05-02,6231.9,6231.9,On Time,0
LP00002186,L0000809,2026-07-01,2026-07-01,22395.14,22395.14,On Time,0
LP00002187,L0000809,2026-05-30,2026-06-01,22395.14,22395.14,On Time,0
LP00002188,L0000809,2026-04-29,2026-05-02,22395.14,22395.14,On Time,0
LP00002189,L0000810,2026-07-29,2026-07-01,9954.86,0,Missed,45
LP00002190,L0000810,2026-06-01,2026-06-01,9954.86,9954.86,On Time,0
LP00002191,L0000811,2026-06-27,2026-07-01,5667.55,5667.55,On Time,0
LP00002192,L0000811,2026-05-30,2026-06-01,5667.55,5667.55,On Time,0
LP00002193,L0000811,2026-04-30,2026-05-02,5667.55,5667.55,On Time,0
LP00002194,L0000812,2026-06-28,2026-07-01,11996.64,11996.64,On Time,0
LP00002195,L0000812,2026-06-29,2026-06-01,11996.64,0,Missed,60
LP00002196,L0000812,2026-05-03,2026-05-02,11996.64,11996.64,Late,1
LP00002197,L0000813,2026-07-03,2026-07-01,10455.37,7371.51,Partial,2
LP00002198,L0000813,2026-05-28,2026-06-01,10455.37,10455.37,On Time,0
LP00002199,L0000813,2026-05-02,2026-05-02,10455.37,10455.37,On Time,0
LP00002200,L0000814,2026-06-29,2026-07-01,422.95,422.95,On Time,0
LP00002201,L0000814,2026-05-30,2026-06-01,422.95,422.95,On Time,0
LP00002202,L0000814,2026-05-02,2026-05-02,422.95,422.95,On Time,0
LP00002203,L0000815,2026-07-29,2026-07-01,18275.12,0,Missed,30
LP00002204,L0000815,2026-05-28,2026-06-01,18275.12,18275.12,On Time,0
LP00002205,L0000815,2026-04-29,2026-05-02,18275.12,18275.12,On Time,0
LP00002206,L0000816,2026-07-01,2026-07-01,7951.69,7951.69,On Time,0
LP00002207,L0000816,2026-05-31,2026-06-01,7951.69,7951.69,On Time,0
LP00002208,L0000816,2026-05-01,2026-05-02,7951.69,7951.69,On Time,0
LP00002209,L0000817,2026-06-29,2026-07-01,12118.0,12118.0,On Time,0
LP00002210,L0000817,2026-05-29,2026-06-01,12118.0,12118.0,On Time,0
LP00002211,L0000817,2026-04-28,2026-05-02,12118.0,12118.0,On Time,0
LP00002212,L0000818,2026-07-15,2026-07-01,3775.71,3775.71,Late,14
LP00002213,L0000818,2026-05-30,2026-06-01,3775.71,3775.71,On Time,0
LP00002214,L0000818,2026-04-30,2026-05-02,3775.71,3775.71,On Time,0
LP00002215,L0000819,2026-07-14,2026-07-01,12402.43,12402.43,Late,13
LP00002216,L0000819,2026-06-06,2026-06-01,12402.43,7955.98,Partial,5
LP00002217,L0000819,2026-04-30,2026-05-02,12402.43,12402.43,On Time,0
LP00002218,L0000820,2026-06-29,2026-07-01,3604.17,3604.17,On Time,0
LP00002219,L0000820,2026-06-15,2026-06-01,3604.17,3604.17,Late,14
LP00002220,L0000820,2026-04-28,2026-05-02,3604.17,3604.17,On Time,0
LP00002221,L0000821,2026-06-28,2026-07-01,20095.0,20095.0,On Time,0
LP00002222,L0000821,2026-06-29,2026-06-01,20095.0,0,Missed,45
LP00002223,L0000821,2026-04-28,2026-05-02,20095.0,20095.0,On Time,0
LP00002224,L0000822,2026-07-01,2026-07-01,19826.72,19826.72,On Time,0
LP00002225,L0000822,2026-05-30,2026-06-01,19826.72,19826.72,On Time,0
LP00002226,L0000822,2026-04-30,2026-05-02,19826.72,19826.72,On Time,0
LP00002227,L0000823,2026-06-29,2026-07-01,24671.36,24671.36,On Time,0
LP00002228,L0000823,2026-05-29,2026-06-01,24671.36,24671.36,On Time,0
LP00002229,L0000823,2026-04-30,2026-05-02,24671.36,24671.36,On Time,0
LP00002230,L0000824,2026-07-29,2026-07-01,19622.49,0,Missed,45
LP00002231,L0000824,2026-06-02,2026-06-01,19622.49,17651.96,Partial,1
LP00002232,L0000825,2026-07-01,2026-07-01,17041.63,17041.63,On Time,0
LP00002233,L0000825,2026-05-30,2026-06-01,17041.63,17041.63,On Time,0
LP00002234,L0000826,2026-06-30,2026-07-01,24414.44,24414.44,On Time,0
LP00002235,L0000826,2026-05-29,2026-06-01,24414.44,24414.44,On Time,0
LP00002236,L0000826,2026-04-29,2026-05-02,24414.44,24414.44,On Time,0
LP00002237,L0000827,2026-07-01,2026-07-01,6372.01,6372.01,On Time,0
LP00002238,L0000827,2026-05-28,2026-06-01,6372.01,6372.01,On Time,0
LP00002239,L0000827,2026-04-28,2026-05-02,6372.01,6372.01,On Time,0
LP00002240,L0000828,2026-06-28,2026-07-01,5098.31,5098.31,On Time,0
LP00002241,L0000828,2026-05-29,2026-06-01,5098.31,5098.31,On Time,0
LP00002242,L0000828,2026-05-02,2026-05-02,5098.31,5098.31,On Time,0
LP00002243,L0000829,2026-06-29,2026-07-01,11122.34,11122.34,On Time,0
LP00002244,L0000829,2026-05-31,2026-06-01,11122.34,11122.34,On Time,0
LP00002245,L0000829,2026-04-28,2026-05-02,11122.34,11122.34,On Time,0
LP00002246,L0000830,2026-06-30,2026-07-01,19892.77,19892.77,On Time,0
LP00002247,L0000830,2026-06-01,2026-06-01,19892.77,19892.77,On Time,0
LP00002248,L0000830,2026-05-02,2026-05-02,19892.77,19892.77,On Time,0
LP00002249,L0000831,2026-06-29,2026-07-01,5747.64,5747.64,On Time,0
LP00002250,L0000831,2026-05-31,2026-06-01,5747.64,5747.64,On Time,0
LP00002251,L0000831,2026-04-29,2026-05-02,5747.64,5747.64,On Time,0
LP00002252,L0000832,2026-07-13,2026-07-01,8866.24,8866.24,Late,12
LP00002253,L0000832,2026-06-01,2026-06-01,8866.24,8866.24,On Time,0
LP00002254,L0000832,2026-05-01,2026-05-02,8866.24,8866.24,On Time,0
LP00002255,L0000833,2026-06-28,2026-07-01,11427.49,11427.49,On Time,0
LP00002256,L0000833,2026-05-30,2026-06-01,11427.49,11427.49,On Time,0
LP00002257,L0000833,2026-04-29,2026-05-02,11427.49,11427.49,On Time,0
LP00002258,L0000834,2026-07-01,2026-07-01,8310.07,8310.07,On Time,0
LP00002259,L0000834,2026-06-03,2026-06-01,8310.07,4168.62,Partial,2
LP00002260,L0000834,2026-04-30,2026-05-02,8310.07,8310.07,On Time,0
LP00002261,L0000835,2026-07-05,2026-07-01,16193.48,16193.48,Late,4
LP00002262,L0000836,2026-06-29,2026-07-01,3334.44,3334.44,On Time,0
LP00002263,L0000836,2026-06-29,2026-06-01,3334.44,0,Missed,45
LP00002264,L0000836,2026-04-28,2026-05-02,3334.44,3334.44,On Time,0
LP00002265,L0000837,2026-06-30,2026-07-01,1207.05,1207.05,On Time,0
LP00002266,L0000837,2026-05-29,2026-06-01,1207.05,1207.05,On Time,0
LP00002267,L0000837,2026-04-29,2026-05-02,1207.05,1207.05,On Time,0
LP00002268,L0000838,2026-06-29,2026-07-01,7118.75,7118.75,On Time,0
LP00002269,L0000838,2026-05-31,2026-06-01,7118.75,7118.75,On Time,0
LP00002270,L0000838,2026-05-18,2026-05-02,7118.75,7118.75,Late,16
LP00002271,L0000839,2026-06-29,2026-07-01,15435.08,15435.08,On Time,0
LP00002272,L0000839,2026-05-30,2026-06-01,15435.08,15435.08,On Time,0
LP00002273,L0000839,2026-04-30,2026-05-02,15435.08,15435.08,On Time,0
LP00002274,L0000840,2026-06-28,2026-07-01,9549.07,9549.07,On Time,0
LP00002275,L0000840,2026-05-29,2026-06-01,9549.07,9549.07,On Time,0
LP00002276,L0000840,2026-05-01,2026-05-02,9549.07,9549.07,On Time,0
LP00002277,L0000841,2026-07-01,2026-07-01,14363.09,14363.09,On Time,0
LP00002278,L0000841,2026-05-29,2026-06-01,14363.09,14363.09,On Time,0
LP00002279,L0000841,2026-05-02,2026-05-02,14363.09,14363.09,On Time,0
LP00002280,L0000842,2026-06-29,2026-07-01,13094.32,13094.32,On Time,0
LP00002281,L0000842,2026-05-29,2026-06-01,13094.32,13094.32,On Time,0
LP00002282,L0000842,2026-05-01,2026-05-02,13094.32,13094.32,On Time,0
LP00002283,L0000843,2026-06-30,2026-07-01,19856.89,19856.89,On Time,0
LP00002284,L0000843,2026-05-30,2026-06-01,19856.89,19856.89,On Time,0
LP00002285,L0000843,2026-05-02,2026-05-02,19856.89,19856.89,On Time,0
LP00002286,L0000844,2026-06-30,2026-07-01,15864.42,15864.42,On Time,0
LP00002287,L0000844,2026-05-30,2026-06-01,15864.42,15864.42,On Time,0
LP00002288,L0000844,2026-05-30,2026-05-02,15864.42,0,Missed,60
LP00002289,L0000845,2026-06-30,2026-07-01,11873.56,11873.56,On Time,0
LP00002290,L0000845,2026-05-28,2026-06-01,11873.56,11873.56,On Time,0
LP00002291,L0000845,2026-05-02,2026-05-02,11873.56,11873.56,On Time,0
LP00002292,L0000846,2026-06-27,2026-07-01,6874.7,6874.7,On Time,0
LP00002293,L0000846,2026-05-29,2026-06-01,6874.7,6874.7,On Time,0
LP00002294,L0000846,2026-04-30,2026-05-02,6874.7,6874.7,On Time,0
LP00002295,L0000847,2026-07-01,2026-07-01,13984.39,13984.39,On Time,0
LP00002296,L0000848,2026-06-28,2026-07-01,17031.09,17031.09,On Time,0
LP00002297,L0000848,2026-05-31,2026-06-01,17031.09,17031.09,On Time,0
LP00002298,L0000848,2026-04-29,2026-05-02,17031.09,17031.09,On Time,0
LP00002299,L0000849,2026-06-28,2026-07-01,6284.25,6284.25,On Time,0
LP00002300,L0000849,2026-05-28,2026-06-01,6284.25,6284.25,On Time,0
LP00002301,L0000849,2026-05-02,2026-05-02,6284.25,6284.25,On Time,0
LP00002302,L0000850,2026-06-27,2026-07-01,9865.41,9865.41,On Time,0
LP00002303,L0000850,2026-05-29,2026-06-01,9865.41,9865.41,On Time,0
LP00002304,L0000850,2026-05-01,2026-05-02,9865.41,9865.41,On Time,0
LP00002305,L0000851,2026-07-01,2026-07-01,6691.28,6691.28,On Time,0
LP00002306,L0000851,2026-05-28,2026-06-01,6691.28,6691.28,On Time,0
LP00002307,L0000851,2026-04-30,2026-05-02,6691.28,6691.28,On Time,0
LP00002308,L0000852,2026-06-29,2026-07-01,4914.37,4914.37,On Time,0
LP00002309,L0000852,2026-05-31,2026-06-01,4914.37,4914.37,On Time,0
LP00002310,L0000852,2026-04-28,2026-05-02,4914.37,4914.37,On Time,0
LP00002311,L0000853,2026-06-27,2026-07-01,7465.73,7465.73,On Time,0
LP00002312,L0000853,2026-06-29,2026-06-01,7465.73,0,Missed,30
LP00002313,L0000853,2026-04-30,2026-05-02,7465.73,7465.73,On Time,0
LP00002314,L0000855,2026-07-01,2026-07-01,4553.32,4553.32,On Time,0
LP00002315,L0000855,2026-06-01,2026-06-01,4553.32,4553.32,On Time,0
LP00002316,L0000856,2026-06-28,2026-07-01,1526.89,1526.89,On Time,0
LP00002317,L0000856,2026-05-30,2026-06-01,1526.89,1526.89,On Time,0
LP00002318,L0000856,2026-04-29,2026-05-02,1526.89,1526.89,On Time,0
LP00002319,L0000857,2026-06-28,2026-07-01,3181.45,3181.45,On Time,0
LP00002320,L0000857,2026-05-29,2026-06-01,3181.45,3181.45,On Time,0
LP00002321,L0000857,2026-05-01,2026-05-02,3181.45,3181.45,On Time,0
LP00002322,L0000858,2026-07-01,2026-07-01,8523.94,8523.94,On Time,0
LP00002323,L0000858,2026-06-01,2026-06-01,8523.94,8523.94,On Time,0
LP00002324,L0000859,2026-07-01,2026-07-01,4413.89,4413.89,On Time,0
LP00002325,L0000859,2026-05-28,2026-06-01,4413.89,4413.89,On Time,0
LP00002326,L0000859,2026-05-01,2026-05-02,4413.89,4413.89,On Time,0
LP00002327,L0000860,2026-06-30,2026-07-01,7863.3,7863.3,On Time,0
LP00002328,L0000860,2026-05-28,2026-06-01,7863.3,7863.3,On Time,0
LP00002329,L0000860,2026-05-20,2026-05-02,7863.3,7863.3,Late,18
LP00002330,L0000861,2026-06-29,2026-07-01,20074.29,20074.29,On Time,0
LP00002331,L0000861,2026-05-28,2026-06-01,20074.29,20074.29,On Time,0
LP00002332,L0000861,2026-05-01,2026-05-02,20074.29,20074.29,On Time,0
LP00002333,L0000862,2026-06-28,2026-07-01,8092.05,8092.05,On Time,0
LP00002334,L0000862,2026-05-29,2026-06-01,8092.05,8092.05,On Time,0
LP00002335,L0000862,2026-04-28,2026-05-02,8092.05,8092.05,On Time,0
LP00002336,L0000863,2026-06-27,2026-07-01,311.4,311.4,On Time,0
LP00002337,L0000863,2026-05-28,2026-06-01,311.4,311.4,On Time,0
LP00002338,L0000863,2026-05-02,2026-05-02,311.4,311.4,On Time,0
LP00002339,L0000864,2026-06-28,2026-07-01,5565.13,5565.13,On Time,0
LP00002340,L0000864,2026-05-29,2026-06-01,5565.13,5565.13,On Time,0
LP00002341,L0000864,2026-05-01,2026-05-02,5565.13,5565.13,On Time,0
LP00002342,L0000865,2026-06-29,2026-07-01,5199.6,5199.6,On Time,0
LP00002343,L0000865,2026-05-29,2026-06-01,5199.6,5199.6,On Time,0
LP00002344,L0000865,2026-05-02,2026-05-02,5199.6,5199.6,On Time,0
LP00002345,L0000866,2026-07-29,2026-07-01,27132.18,0,Missed,60
LP00002346,L0000866,2026-05-30,2026-06-01,27132.18,27132.18,On Time,0
LP00002347,L0000866,2026-05-01,2026-05-02,27132.18,27132.18,On Time,0
LP00002348,L0000867,2026-07-01,2026-07-01,3251.83,3251.83,On Time,0
LP00002349,L0000867,2026-06-01,2026-06-01,3251.83,3251.83,On Time,0
LP00002350,L0000867,2026-04-28,2026-05-02,3251.83,3251.83,On Time,0
LP00002351,L0000868,2026-07-01,2026-07-01,31994.37,31994.37,On Time,0
LP00002352,L0000868,2026-05-30,2026-06-01,31994.37,31994.37,On Time,0
LP00002353,L0000868,2026-05-02,2026-05-02,31994.37,31994.37,On Time,0
LP00002354,L0000869,2026-06-30,2026-07-01,8175.52,8175.52,On Time,0
LP00002355,L0000869,2026-06-01,2026-06-01,8175.52,8175.52,On Time,0
LP00002356,L0000870,2026-06-29,2026-07-01,2228.45,2228.45,On Time,0
LP00002357,L0000870,2026-05-28,2026-06-01,2228.45,2228.45,On Time,0
LP00002358,L0000870,2026-05-17,2026-05-02,2228.45,2228.45,Late,15
LP00002359,L0000871,2026-07-18,2026-07-01,3088.68,3088.68,Late,17
LP00002360,L0000871,2026-06-01,2026-06-01,3088.68,3088.68,On Time,0
LP00002361,L0000871,2026-04-30,2026-05-02,3088.68,3088.68,On Time,0
LP00002362,L0000872,2026-07-01,2026-07-01,11422.17,11422.17,On Time,0
LP00002363,L0000872,2026-06-01,2026-06-01,11422.17,11422.17,On Time,0
LP00002364,L0000872,2026-05-01,2026-05-02,11422.17,11422.17,On Time,0
LP00002365,L0000873,2026-07-29,2026-07-01,10035.3,0,Missed,60
LP00002366,L0000873,2026-05-31,2026-06-01,10035.3,10035.3,On Time,0
LP00002367,L0000873,2026-05-02,2026-05-02,10035.3,10035.3,On Time,0
LP00002368,L0000874,2026-06-29,2026-07-01,6934.43,6934.43,On Time,0
LP00002369,L0000874,2026-05-29,2026-06-01,6934.43,6934.43,On Time,0
LP00002370,L0000874,2026-05-01,2026-05-02,6934.43,6934.43,On Time,0
LP00002371,L0000875,2026-06-28,2026-07-01,15238.82,15238.82,On Time,0
LP00002372,L0000875,2026-05-31,2026-06-01,15238.82,15238.82,On Time,0
LP00002373,L0000876,2026-07-02,2026-07-01,1419.98,1419.98,Late,1
LP00002374,L0000876,2026-05-30,2026-06-01,1419.98,1419.98,On Time,0
LP00002375,L0000876,2026-05-02,2026-05-02,1419.98,1419.98,On Time,0
LP00002376,L0000877,2026-07-29,2026-07-01,11623.62,0,Missed,30
LP00002377,L0000877,2026-05-31,2026-06-01,11623.62,11623.62,On Time,0
LP00002378,L0000878,2026-07-06,2026-07-01,12903.51,10305.22,Partial,5
LP00002379,L0000878,2026-05-28,2026-06-01,12903.51,12903.51,On Time,0
LP00002380,L0000878,2026-04-29,2026-05-02,12903.51,12903.51,On Time,0
LP00002381,L0000879,2026-06-29,2026-07-01,23931.15,23931.15,On Time,0
