LoanID,CustomerID,BranchID,LoanType,ApplicationDate,ApprovalDate,PrincipalAmount,OutstandingBalance,InterestRate,LoanTermMonths,MonthlyPayment,LoanStatus,RiskRating,DaysPastDue
L0000670,C001765,B0034,Personal Loan,2025-07-29,2025-08-02,320688,267774.48,0.229,60,9021.93,Current,Low,0
L0000671,C000007,B0008,Home Loan,2025-01-11,2025-01-11,872948,755100.02,0.1125,120,12148.73,Current,Low,0
L0000672,C000633,B0021,Vehicle Finance,2024-11-05,2024-11-13,567342,354588.75,0.139,48,15475.01,Current,Low,0
L0000673,C001047,B0042,Home Loan,2023-04-13,2023-04-22,605807,517207.73,0.1575,240,8314.91,Current,High,0
L0000674,C000723,B0011,Credit Facility,2025-06-23,2025-06-26,191562,98175.52,0.198,24,9731.0,Current,Low,0
L0000675,C001312,B0051,Credit Facility,2024-11-11,2024-11-17,234209,23420.9,0.198,12,21673.42,Current,Low,0
L0000676,C001555,B0001,Vehicle Finance,2024-06-05,2024-06-07,674865,358522.03,0.139,48,18407.85,Current,Low,0
L0000677,C000500,B0023,Personal Loan,2025-12-06,2025-12-12,218592,161211.6,0.247,24,11633.71,Current,Medium,0
L0000678,C001675,B0012,Home Loan,2025-10-24,2025-10-26,1315822,1256610.01,0.1305,180,16691.65,Current,Medium,0
L0000679,C001750,B0040,Credit Facility,2025-11-03,2025-11-03,41867,33493.6,0.243,36,1649.16,Current,High,0
L0000680,C000381,B0032,Credit Facility,2024-07-27,2024-08-02,84353,11598.54,0.198,24,4284.98,Current,Low,0
L0000681,C000855,B0050,Personal Loan,2026-05-06,2026-05-15,280367,266348.65,0.274,36,11506.29,Current,High,0
L0000682,C001210,B0015,Personal Loan,2024-10-27,2024-11-02,129574,64787.0,0.229,36,5009.02,Current,Low,0
L0000683,C001910,B0042,Personal Loan,2023-09-16,2023-09-20,133973,13397.3,0.229,12,12597.22,Current,Low,0
L0000684,C001856,B0025,Business Loan,2025-03-09,2025-03-16,527449,369214.3,0.21,48,16332.82,Current,High,0
L0000685,C000658,B0007,Vehicle Finance,2025-07-13,2025-07-17,362619,281029.73,0.139,48,9890.92,Current,Low,0
L0000686,C000358,B0034,Personal Loan,2025-12-12,2025-12-17,117324,105004.98,0.229,60,3300.68,Current,Low,0
L0000687,C000228,B0055,Vehicle Finance,2024-01-27,2024-01-30,348672,152544.0,0.157,48,9827.97,Defaulted,Medium,90
L0000688,C001192,B0009,Personal Loan,2022-11-18,2022-11-24,38698,6772.15,0.247,48,1276.65,Current,Medium,0
L0000689,C001142,B0016,Business Loan,2026-04-28,2026-05-04,1125318,1040919.15,0.165,24,55368.29,Current,Low,0
L0000690,C001620,B0015,Credit Facility,2026-06-26,2026-07-01,142137,142137.0,0.216,24,7345.76,Current,Medium,0
L0000691,C000208,B0015,Vehicle Finance,2022-04-20,2022-04-30,612988,222208.15,0.184,72,14119.87,Current,High,0
L0000692,C001693,B0016,Home Loan,2026-05-23,2026-05-24,1109564,1092920.54,0.1125,120,15441.69,Current,Low,0
L0000693,C000859,B0024,Home Loan,2023-09-16,2023-09-18,886769,736018.27,0.1305,180,11248.97,Current,Medium,0
L0000694,C000478,B0047,Home Loan,2026-01-22,2026-01-25,2018893,1928042.81,0.1305,120,30203.81,Current,Medium,0
L0000695,C001203,B0024,Credit Facility,2025-02-21,2025-03-01,13167,1316.7,0.198,12,1218.46,Current,Low,0
L0000696,C001683,B0001,Credit Facility,2023-02-01,2023-02-09,44374,4437.4,0.198,24,2254.12,Current,Low,0
L0000697,C000898,B0039,Personal Loan,2025-10-05,2025-10-15,245752,190457.8,0.274,36,10085.69,Defaulted,High,90
L0000698,C000263,B0027,Home Loan,2025-08-27,2025-08-30,374429,353835.4,0.1125,180,4314.71,Current,Low,0
L0000699,C001715,B0028,Vehicle Finance,2025-12-18,2025-12-28,146648,131249.96,0.139,60,3404.64,Current,Low,0
L0000700,C001958,B0054,Personal Loan,2024-10-23,2024-11-01,258274,64568.5,0.229,24,13513.84,Current,Low,0
L0000701,C000152,B0042,Home Loan,2026-05-06,2026-05-11,1890703,1862342.46,0.1125,120,26312.71,Current,Low,0
L0000702,C001008,B0044,Vehicle Finance,2023-04-30,2023-04-30,225611,93628.56,0.139,60,5237.88,Current,Low,0
L0000703,C000240,B0026,Home Loan,2026-05-02,2026-05-06,1042489,1032064.11,0.1125,180,12013.07,Current,Low,0
L0000704,C001866,B0053,Credit Facility,2026-06-03,2026-06-09,222138,213807.83,0.216,24,11480.28,Current,Medium,0
L0000705,C001399,B0014,Personal Loan,2024-12-17,2024-12-18,348083,182743.57,0.229,36,13456.06,Current,Low,0
L0000706,C001852,B0025,Personal Loan,2026-05-15,2026-05-25,25885,25108.45,0.229,60,728.22,Current,Low,0
L0000707,C001856,B0024,Home Loan,2024-10-23,2024-10-28,889804,819731.94,0.1575,240,12212.86,Current,High,0
L0000708,C000135,B0025,Personal Loan,2025-11-25,2025-11-30,47150,37720.0,0.229,36,1822.71,Current,Low,0
L0000709,C000018,B0042,Business Loan,2025-09-27,2025-09-30,487632,414487.2,0.165,60,11988.2,Current,Low,0
L0000710,C001943,B0006,Credit Facility,2025-08-31,2025-09-06,218002,136251.25,0.243,24,11558.67,Current,High,0
L0000711,C000132,B0023,Personal Loan,2025-08-25,2025-08-28,284023,166863.51,0.247,24,15116.02,Current,Medium,0
L0000712,C000875,B0029,Personal Loan,2026-06-09,2026-06-11,5422,5286.45,0.247,36,214.72,Current,Medium,0
L0000713,C001972,B0033,Personal Loan,2026-05-28,2026-06-05,49394,48159.15,0.229,36,1909.45,Current,Low,0
L0000714,C000784,B0051,Business Loan,2022-05-28,2022-06-03,394308,104491.62,0.165,60,9693.87,Current,Low,0
L0000715,C000211,B0049,Credit Facility,2025-12-19,2025-12-22,226901,107777.97,0.198,12,20997.15,Current,Low,0
L0000716,C000025,B0042,Vehicle Finance,2024-10-10,2024-10-16,311255,188698.34,0.139,48,8489.9,Current,Low,0
L0000717,C000875,B0026,Credit Facility,2026-04-06,2026-04-15,109672,101446.6,0.216,36,4165.76,Current,Medium,0
L0000718,C001448,B0056,Home Loan,2026-03-10,2026-03-11,1547395,1500973.15,0.1125,120,21534.93,Current,Low,0
L0000719,C001872,B0006,Home Loan,2026-06-20,2026-06-28,1835716,1828832.06,0.1125,240,19261.36,Current,Low,0
L0000720,C000199,B0006,Personal Loan,2025-05-11,2025-05-12,340395,251041.31,0.229,48,10891.52,Current,Low,0
L0000721,C001716,B0029,Vehicle Finance,2026-04-28,2026-04-28,613628,590616.95,0.139,72,12611.42,Current,Low,0
L0000722,C001405,B0027,Vehicle Finance,2026-05-01,2026-05-01,309843,298223.89,0.157,48,8733.5,Current,Medium,0
L0000723,C000436,B0049,Personal Loan,2024-09-17,2024-09-17,326185,32618.5,0.247,12,30954.53,Current,Medium,0
L0000724,C001613,B0021,Personal Loan,2025-05-06,2025-05-11,44178,32581.28,0.229,48,1413.55,Current,Low,0
L0000725,C000691,B0022,Home Loan,2026-05-19,2026-05-23,1716728,1703852.54,0.1125,240,18012.87,Current,Low,0
L0000726,C000053,B0018,Personal Loan,2026-05-20,2026-05-25,84663,80429.85,0.229,36,3272.87,Current,Low,0
L0000727,C000853,B0050,Home Loan,2025-05-08,2025-05-14,2183555,1954281.73,0.1125,120,30388.3,Current,Low,0
L0000728,C001049,B0041,Vehicle Finance,2025-11-11,2025-11-13,86428,77785.2,0.157,72,1860.54,In Arrears,Medium,15
L0000729,C001153,B0028,Vehicle Finance,2024-10-11,2024-10-13,665653,455972.31,0.139,60,15454.09,Current,Low,0
L0000730,C001460,B0003,Business Loan,2026-02-19,2026-02-19,746400,676425.0,0.165,48,21344.81,Current,Low,0
L0000731,C001984,B0028,Personal Loan,2026-04-04,2026-04-05,168369,149427.49,0.229,24,8809.68,Current,Low,0
L0000732,C000908,B0012,Personal Loan,2024-10-16,2024-10-19,297383,180288.44,0.247,48,9810.67,Current,Medium,0
L0000733,C001885,B0009,Vehicle Finance,2024-06-16,2024-06-25,369989,231243.12,0.139,60,8589.83,Current,Low,0
L0000734,C000089,B0030,Personal Loan,2026-05-23,2026-05-26,345569,293733.65,0.229,12,32493.19,Current,Low,0
L0000735,C000482,B0018,Personal Loan,2025-11-26,2025-12-05,240517,114245.57,0.229,12,22615.35,Current,Low,0
L0000736,C001563,B0018,Personal Loan,2025-12-08,2025-12-09,122033,109219.54,0.229,60,3433.16,Current,Low,0
L0000737,C000027,B0022,Home Loan,2022-08-16,2022-08-25,1705624,1405007.77,0.1305,240,20043.46,Current,Medium,0
L0000738,C000914,B0012,Home Loan,2026-04-26,2026-05-06,2085209,2069569.93,0.1305,240,24504.11,Current,Medium,0
L0000739,C001637,B0014,Home Loan,2025-06-21,2025-06-29,797241,758375.5,0.1575,240,10942.4,Current,High,0
L0000740,C001769,B0025,Personal Loan,2024-01-06,2024-01-14,162246,70982.62,0.229,48,5191.34,Current,Low,0
L0000741,C001904,B0042,Home Loan,2026-06-25,2026-07-04,424684,424684.0,0.1305,240,4990.63,Current,Medium,0
L0000742,C000139,B0022,Vehicle Finance,2024-11-26,2024-11-30,496964,372723.0,0.139,72,10213.72,Current,Low,0
L0000743,C001980,B0038,Personal Loan,2026-06-23,2026-06-25,243582,237492.45,0.247,36,9646.17,Defaulted,Medium,90
L0000744,C000622,B0048,Personal Loan,2026-01-01,2026-01-10,238592,211750.4,0.274,48,8233.73,Current,High,0
L0000745,C001748,B0060,Personal Loan,2025-12-23,2025-12-29,294903,217490.96,0.229,24,15430.41,Current,Low,0
L0000746,C001813,B0047,Personal Loan,2026-06-28,2026-07-06,302793,302793.0,0.229,24,15843.24,Current,Low,0
L0000747,C000413,B0007,Personal Loan,2026-04-13,2026-04-14,339563,263161.33,0.247,12,32224.08,Current,Medium,0
L0000748,C000827,B0004,Personal Loan,2025-07-15,2025-07-25,344846,34484.6,0.247,12,32725.43,Current,Medium,0
L0000749,C001035,B0007,Vehicle Finance,2026-06-17,2026-06-27,398366,390896.64,0.139,48,10865.97,Current,Low,0
L0000750,C001824,B0029,Vehicle Finance,2025-07-03,2025-07-10,516153,438730.05,0.139,72,10608.1,Current,Low,0
L0000751,C001690,B0027,Personal Loan,2025-05-28,2025-06-02,314629,161247.36,0.247,24,16744.91,In Arrears,Medium,30
L0000752,C001020,B0030,Home Loan,2026-02-05,2026-02-15,872998,851173.05,0.1305,180,11074.28,Current,Medium,0
L0000753,C001211,B0034,Vehicle Finance,2026-06-03,2026-06-03,322112,317280.32,0.139,60,7478.29,Current,Low,0
L0000754,C001177,B0034,Credit Facility,2023-12-21,2023-12-21,110401,11040.1,0.198,24,5608.17,Current,Low,0
L0000755,C001491,B0053,Home Loan,2025-02-19,2025-02-28,2246552,1960116.62,0.1305,120,33609.72,Current,Medium,0
L0000756,C000030,B0035,Vehicle Finance,2026-06-03,2026-06-05,488516,481188.26,0.139,60,11341.6,Current,Low,0
L0000757,C000142,B0013,Personal Loan,2024-06-24,2024-07-02,95155,38062.0,0.274,36,3905.17,In Arrears,High,30
L0000758,C001507,B0031,Personal Loan,2024-10-22,2024-11-01,70643,17660.75,0.229,24,3696.3,Current,Low,0
L0000759,C001466,B0002,Vehicle Finance,2024-02-21,2024-02-22,628248,400508.1,0.139,72,12911.9,Current,Low,0
L0000760,C000944,B0045,Personal Loan,2026-04-20,2026-04-21,5878,5613.49,0.229,60,165.37,In Arrears,Low,45
L0000761,C001445,B0056,Credit Facility,2024-10-17,2024-10-24,232006,23200.6,0.198,12,21469.56,Current,Low,0
L0000762,C000822,B0044,Personal Loan,2024-05-11,2024-05-19,77927,7792.7,0.247,24,4147.36,Current,Medium,0
L0000763,C000691,B0022,Business Loan,2026-04-27,2026-05-05,492375,455446.88,0.165,24,24226.01,Current,Low,0
L0000764,C001684,B0054,Business Loan,2023-11-14,2023-11-24,1125515,585267.8,0.165,60,27670.25,Current,Low,0
L0000765,C000352,B0047,Home Loan,2025-06-16,2025-06-24,1864292,1743113.02,0.1125,180,21483.07,Current,Low,0
L0000766,C001654,B0023,Home Loan,2026-03-30,2026-04-06,1454830,1422096.32,0.1125,120,20246.72,Current,Low,0
L0000767,C001927,B0044,Credit Facility,2026-03-28,2026-04-04,98745,91339.12,0.216,36,3750.71,Current,Medium,0
L0000768,C000149,B0031,Personal Loan,2026-06-05,2026-06-10,344365,318537.62,0.229,12,32379.98,Current,Low,0
L0000769,C000734,B0057,Credit Facility,2025-12-18,2025-12-19,59615,28317.12,0.198,12,5516.7,Current,Low,0
L0000770,C001949,B0018,Business Loan,2025-08-20,2025-08-28,855513,502613.89,0.21,24,43961.09,Current,High,0
L0000771,C000668,B0007,Credit Facility,2026-05-01,2026-05-09,33932,28842.2,0.216,12,3169.32,Current,Medium,0
L0000772,C000848,B0011,Personal Loan,2024-04-23,2024-05-02,321787,112625.45,0.229,36,12439.52,Current,Low,0
L0000773,C000397,B0034,Credit Facility,2026-05-06,2026-05-07,55895,53100.25,0.198,36,2071.57,Current,Low,0
L0000774,C001738,B0043,Vehicle Finance,2025-07-04,2025-07-14,491215,417532.75,0.139,72,10095.56,Current,Low,0
L0000775,C000023,B0040,Credit Facility,2025-06-02,2025-06-06,97324,9732.4,0.216,12,9090.25,Current,Medium,0
L0000776,C000928,B0009,Personal Loan,2026-06-16,2026-06-19,276005,269104.88,0.229,36,10669.7,Current,Low,0
L0000777,C000116,B0019,Business Loan,2026-01-06,2026-01-07,724764,561692.1,0.183,24,36288.34,Current,Medium,0
L0000778,C001513,B0024,Home Loan,2026-02-08,2026-02-18,1266471,1218978.34,0.1305,120,18947.14,Current,Medium,0
L0000779,C000213,B0017,Credit Facility,2026-01-14,2026-01-20,78153,66430.05,0.216,36,2968.55,In Arrears,Medium,15
L0000780,C001219,B0044,Credit Facility,2024-02-24,2024-03-02,215753,64725.9,0.198,36,7996.19,Current,Low,0
L0000781,C001196,B0025,Personal Loan,2025-09-23,2025-10-02,208856,161863.4,0.229,36,8073.88,Current,Low,0
L0000782,C001513,B0025,Home Loan,2026-01-15,2026-01-24,1077860,1045524.2,0.1305,180,13673.02,Current,Medium,0
L0000783,C001360,B0025,Personal Loan,2022-09-29,2022-10-01,288958,93911.35,0.229,60,8129.27,Defaulted,Low,90
L0000784,C000342,B0038,Personal Loan,2025-02-09,2025-02-16,326711,187858.82,0.274,36,13408.26,Current,High,0
L0000785,C001606,B0011,Business Loan,2024-09-01,2024-09-09,596846,268580.7,0.21,36,22486.21,Current,High,0
L0000786,C000197,B0041,Personal Loan,2024-08-26,2024-08-29,98648,9864.8,0.229,12,9275.68,Current,Low,0
L0000787,C001909,B0032,Home Loan,2026-01-23,2026-01-29,976520,954548.3,0.1125,240,10246.19,Current,Low,0
L0000788,C001790,B0026,Personal Loan,2025-08-18,2025-08-19,244969,42869.58,0.229,12,23033.96,Current,Low,0
L0000789,C001271,B0037,Personal Loan,2024-03-05,2024-03-15,75630,43865.4,0.229,60,2127.7,Current,Low,0
L0000790,C000372,B0014,Personal Loan,2026-04-07,2026-04-11,48987,37964.93,0.229,12,4606.15,Current,Low,0
L0000791,C001691,B0045,Home Loan,2025-11-01,2025-11-05,385011,361910.34,0.1305,120,5759.99,Current,Medium,0
L0000792,C000379,B0032,Home Loan,2026-04-03,2026-04-03,396256,390312.16,0.1305,180,5026.64,Current,Medium,0
L0000793,C000347,B0034,Personal Loan,2026-05-11,2026-05-18,21014,20225.98,0.247,48,693.25,Current,Medium,0
L0000794,C001952,B0047,Business Loan,2025-11-04,2025-11-09,1143683,914946.4,0.183,36,41519.2,Current,Medium,0
L0000795,C000066,B0047,Personal Loan,2026-05-25,2026-06-02,271953,267873.71,0.274,60,8369.31,Current,High,0
L0000796,C000022,B0047,Vehicle Finance,2023-06-14,2023-06-24,680310,365666.63,0.139,72,13981.89,Current,Low,0
L0000797,C000158,B0022,Vehicle Finance,2025-12-27,2025-12-27,608041,544196.7,0.157,60,14689.63,Current,Medium,0
L0000798,C000955,B0034,Credit Facility,2026-06-19,2026-06-19,173594,169254.15,0.216,36,6593.77,Current,Medium,0
L0000799,C001208,B0054,Home Loan,2025-03-16,2025-03-24,392594,369038.36,0.1125,240,4119.32,Current,Low,0
L0000800,C000311,B0049,Personal Loan,2026-04-23,2026-04-28,278741,263061.82,0.229,48,8918.79,Current,Low,0
L0000801,C001721,B0001,Personal Loan,2025-08-08,2025-08-17,164501,28787.68,0.229,12,15467.71,Current,Low,0
L0000802,C000101,B0027,Home Loan,2026-04-28,2026-05-06,1125521,1114265.79,0.1305,180,14277.62,Current,Medium,0
L0000803,C000964,B0024,Personal Loan,2026-06-10,2026-06-13,262218,258284.73,0.229,60,7376.99,Current,Low,0
L0000804,C000226,B0025,Personal Loan,2025-11-12,2025-11-21,331925,292094.0,0.229,60,9338.06,In Arrears,Low,45
L0000805,C000819,B0039,Personal Loan,2024-09-08,2024-09-18,10280,4626.0,0.229,36,397.4,Current,Low,0
L0000806,C001341,B0027,Personal Loan,2026-06-28,2026-07-01,131370,131370.0,0.229,24,6873.76,Current,Low,0
L0000807,C001290,B0001,Personal Loan,2023-12-24,2023-12-31,106909,57196.31,0.229,60,3007.68,Current,Low,0
L0000808,C001443,B0055,Personal Loan,2026-04-10,2026-04-18,65669,50893.47,0.247,12,6231.9,Current,Medium,0
L0000809,C000324,B0026,Home Loan,2026-03-30,2026-04-07,2134383,2110371.19,0.1125,240,22395.14,Current,Low,0
L0000810,C001967,B0010,Home Loan,2026-05-04,2026-05-10,863879,855240.21,0.1125,180,9954.86,Current,Low,0
L0000811,C000968,B0019,Vehicle Finance,2026-03-24,2026-03-25,244118,229470.92,0.139,60,5667.55,Current,Low,0
L0000812,C000117,B0033,Credit Facility,2025-08-20,2025-08-27,236163,138745.76,0.198,24,11996.64,Current,Low,0
L0000813,C000873,B0044,Vehicle Finance,2025-09-23,2025-10-02,508722,451490.77,0.139,72,10455.37,Current,Low,0
L0000814,C000043,B0035,Credit Facility,2025-07-30,2025-08-09,11135,8072.88,0.216,36,422.95,Current,Medium,0
L0000815,C001305,B0010,Credit Facility,2025-10-18,2025-10-20,197486,64182.95,0.198,12,18275.12,Current,Low,0
L0000816,C000510,B0027,Personal Loan,2024-12-19,2024-12-21,282646,202091.89,0.229,60,7951.69,Current,Low,0
L0000817,C000810,B0044,Vehicle Finance,2025-08-27,2025-08-29,562921,485519.36,0.157,72,12118.0,Current,Medium,0
L0000818,C001588,B0040,Personal Loan,2025-12-12,2025-12-17,114450,99428.44,0.247,48,3775.71,Current,Medium,0
L0000819,C000452,B0043,Home Loan,2024-04-03,2024-04-04,891178,710714.45,0.1125,120,12402.43,Current,Low,0
L0000820,C001493,B0048,Personal Loan,2025-11-16,2025-11-18,112642,95745.7,0.229,48,3604.17,Current,Low,0
L0000821,C001284,B0031,Home Loan,2025-07-10,2025-07-12,1384613,1301536.22,0.1575,180,20095.0,In Arrears,High,15
L0000822,C000205,B0056,Credit Facility,2025-12-13,2025-12-14,214253,101770.17,0.198,12,19826.72,Current,Low,0
L0000823,C001617,B0039,Home Loan,2025-06-07,2025-06-15,1772763,1599918.61,0.1125,120,24671.36,Current,Low,0
L0000824,C001194,B0020,Personal Loan,2026-05-17,2026-05-24,206773,175757.05,0.247,12,19622.49,Current,Medium,0
L0000825,C000386,B0022,Vehicle Finance,2026-05-11,2026-05-18,624777,601347.86,0.139,48,17041.63,Current,Low,0
L0000826,C000392,B0014,Business Loan,2025-05-11,2025-05-12,955297,754684.63,0.183,60,24414.44,Current,Medium,0
L0000827,C000067,B0049,Vehicle Finance,2026-04-13,2026-04-16,310040,298413.5,0.139,72,6372.01,Current,Low,0
L0000828,C001834,B0048,Personal Loan,2026-01-04,2026-01-10,97438,75514.45,0.229,24,5098.31,Current,Low,0
L0000829,C000257,B0042,Personal Loan,2024-02-28,2024-02-28,347609,158596.61,0.229,48,11122.34,Current,Low,0
L0000830,C000365,B0045,Personal Loan,2024-12-20,2024-12-26,211562,21156.2,0.229,12,19892.77,Current,Low,0
L0000831,C001034,B0030,Personal Loan,2026-03-19,2026-03-22,197001,185180.94,0.247,60,5747.64,Current,Medium,0
L0000832,C001354,B0023,Personal Loan,2025-01-22,2025-01-28,315154,230062.42,0.229,60,8866.24,In Arrears,Low,30
L0000833,C000709,B0036,Personal Loan,2022-03-29,2022-03-30,218400,21840.0,0.229,24,11427.49,Current,Low,0
L0000834,C000588,B0021,Vehicle Finance,2023-12-01,2023-12-03,343975,184026.62,0.157,60,8310.07,Current,Medium,0
L0000835,C001415,B0023,Personal Loan,2026-06-04,2026-06-13,296675,285549.69,0.274,24,16193.48,Current,High,0
L0000836,C001273,B0060,Vehicle Finance,2025-09-24,2025-09-28,143624,122080.4,0.139,60,3334.44,Current,Low,0
L0000837,C001580,B0018,Personal Loan,2025-08-14,2025-08-16,23069,13553.04,0.229,24,1207.05,Current,Low,0
L0000838,C000929,B0009,Credit Facility,2025-09-29,2025-09-30,140138,87586.25,0.198,24,7118.75,Current,Low,0
L0000839,C000969,B0010,Vehicle Finance,2024-06-06,2024-06-11,565878,300622.69,0.139,48,15435.08,Current,Low,0
L0000840,C000195,B0005,Personal Loan,2025-12-16,2025-12-21,298439,259268.88,0.229,48,9549.07,Current,Low,0
L0000841,C000620,B0013,Vehicle Finance,2024-11-12,2024-11-12,698858,524143.5,0.139,72,14363.09,Current,Low,0
L0000842,C000237,B0023,Home Loan,2024-07-01,2024-07-03,940894,771533.08,0.1125,120,13094.32,Current,Low,0
L0000843,C000439,B0035,Credit Facility,2024-04-21,2024-04-28,214579,21457.9,0.198,12,19856.89,Current,Low,0
L0000844,C001883,B0008,Credit Facility,2025-10-23,2025-10-26,169851,55201.57,0.216,12,15864.42,Current,Medium,0
L0000845,C000044,B0027,Vehicle Finance,2025-09-28,2025-10-06,577726,512731.82,0.139,72,11873.56,Current,Low,0
L0000846,C000998,B0012,Vehicle Finance,2025-04-07,2025-04-09,334499,271780.44,0.139,72,6874.7,Current,Low,0
L0000847,C000126,B0045,Personal Loan,2026-05-24,2026-06-03,267267,257244.49,0.229,24,13984.39,Current,Low,0
L0000848,C000170,B0051,Home Loan,2025-11-13,2025-11-16,1623159,1574464.23,0.1125,240,17031.09,Current,Low,0
L0000849,C000462,B0013,Personal Loan,2024-07-16,2024-07-18,196403,108021.65,0.229,48,6284.25,Current,Low,0
L0000850,C000545,B0019,Vehicle Finance,2026-01-18,2026-01-28,424932,386688.12,0.139,60,9865.41,Current,Low,0
L0000851,C001784,B0032,Personal Loan,2025-06-25,2025-06-26,237844,191464.42,0.229,60,6691.28,Current,Low,0
L0000852,C001235,B0060,Personal Loan,2025-05-14,2025-05-22,174683,137999.57,0.229,60,4914.37,Current,Low,0
L0000853,C000269,B0023,Personal Loan,2025-04-16,2025-04-16,79399,7939.9,0.229,12,7465.73,Current,Low,0
L0000854,C001937,B0060,Personal Loan,2026-06-26,2026-07-06,189388,189388.0,0.229,24,9909.48,Current,Low,0
L0000855,C000928,B0054,Personal Loan,2026-05-11,2026-05-16,142306,136969.52,0.229,48,4553.32,Current,Low,0
L0000856,C000969,B0059,Credit Facility,2023-10-09,2023-10-11,16500,1650.0,0.198,12,1526.89,Current,Low,0
L0000857,C001261,B0031,Personal Loan,2024-07-03,2024-07-09,113086,72375.04,0.229,60,3181.45,Current,Low,0
L0000858,C001211,B0060,Personal Loan,2026-05-25,2026-05-29,162908,150689.9,0.229,24,8523.94,Current,Low,0
L0000859,C001829,B0026,Personal Loan,2026-02-25,2026-02-26,114179,99906.62,0.229,36,4413.89,Defaulted,Low,90
L0000860,C000044,B0041,Personal Loan,2026-01-22,2026-01-30,279504,254348.64,0.229,60,7863.3,Current,Low,0
L0000861,C001066,B0055,Business Loan,2025-04-20,2025-04-20,552964,345602.5,0.183,36,20074.29,Current,Medium,0
L0000862,C001468,B0045,Vehicle Finance,2024-07-31,2024-08-01,393731,280533.34,0.139,72,8092.05,Current,Low,0
L0000863,C000047,B0019,Personal Loan,2024-12-30,2025-01-07,11069,8080.37,0.229,60,311.4,Current,Low,0
L0000864,C001351,B0022,Vehicle Finance,2026-01-10,2026-01-13,188110,166947.62,0.184,48,5565.13,Current,High,0
L0000865,C000153,B0037,Vehicle Finance,2026-01-30,2026-01-30,184469,163716.24,0.157,48,5199.6,Defaulted,Medium,90
L0000866,C001461,B0044,Home Loan,2025-09-16,2025-09-21,1813578,1677559.65,0.1305,120,27132.18,Current,Medium,0
L0000867,C000945,B0034,Personal Loan,2023-03-29,2023-04-03,101630,27313.06,0.229,48,3251.83,Current,Low,0
L0000868,C001948,B0038,Personal Loan,2026-04-21,2026-04-26,340264,263704.6,0.229,12,31994.37,Current,Low,0
L0000869,C001331,B0023,Personal Loan,2026-05-22,2026-05-27,290602,281883.94,0.229,60,8175.52,Current,Low,0
L0000870,C001455,B0056,Vehicle Finance,2025-06-03,2025-06-08,81699,61784.87,0.139,48,2228.45,Current,Low,0
L0000871,C000682,B0040,Credit Facility,2026-02-18,2026-02-21,60803,49402.44,0.198,24,3088.68,Current,Low,0
L0000872,C000692,B0022,Personal Loan,2025-08-22,2025-08-29,288429,209111.02,0.247,36,11422.17,Current,Medium,0
L0000873,C001810,B0022,Home Loan,2026-02-12,2026-02-15,870859,849087.53,0.1125,180,10035.3,Current,Low,0
L0000874,C000333,B0055,Vehicle Finance,2025-10-29,2025-10-31,337405,299446.94,0.139,72,6934.43,Current,Low,0
L0000875,C000590,B0022,Business Loan,2026-04-30,2026-05-04,596270,578381.9,0.183,60,15238.82,Current,Medium,0
L0000876,C001192,B0032,Personal Loan,2024-09-30,2024-10-07,48670,33338.95,0.247,60,1419.98,Current,Medium,0
L0000877,C000847,B0033,Personal Loan,2026-05-27,2026-05-28,293516,278840.2,0.247,36,11623.62,Current,Medium,0
L0000878,C000197,B0009,Vehicle Finance,2026-03-11,2026-03-15,473066,437586.05,0.139,48,12903.51,Current,Low,0
L0000879,C001264,B0031,Home Loan,2026-03-20,2026-03-26,1599614,1551625.58,0.1305,120,23931.15,Current,Medium,0
L0000880,C000707,B0011,Business Loan,2026-06-12,2026-06-22,506316,496822.57,0.165,48,14479.12,Current,Low,0
L0000881,C000493,B0012,Personal Loan,2024-10-08,2024-10-13,172771,118348.14,0.229,60,4860.57,Current,Low,0
L0000882,C000583,B0009,Business Loan,2026-02-18,2026-02-25,698425,611121.88,0.183,36,25354.97,Current,Medium,0
L0000883,C000533,B0057,Personal Loan,2025-06-19,2025-06-27,138642,104848.01,0.229,48,4436.09,Current,Low,0
L0000884,C001318,B0009,Credit Facility,2025-03-13,2025-03-20,85697,8569.7,0.243,12,8115.92,Current,High,0
L0000885,C000872,B0046,Personal Loan,2024-11-14,2024-11-23,307614,30761.4,0.229,12,28924.35,In Arrears,Low,30
L0000886,C001146,B0044,Vehicle Finance,2025-03-29,2025-04-08,654657,470534.72,0.139,48,17856.65,Current,Low,0
L0000887,C001475,B0022,Home Loan,2025-11-23,2025-11-23,1825883,1752847.68,0.1125,180,21040.46,In Arrears,Low,60
L0000888,C000061,B0060,Vehicle Finance,2026-02-11,2026-02-11,262513,242824.53,0.139,60,6094.62,Current,Low,0
L0000889,C000694,B0002,Personal Loan,2026-02-03,2026-02-09,153254,95783.75,0.229,12,14410.18,Current,Low,0
L0000890,C001308,B0059,Vehicle Finance,2026-04-02,2026-04-08,462790,436758.06,0.139,48,12623.22,Current,Low,0
L0000891,C000196,B0041,Credit Facility,2024-11-20,2024-11-24,135735,13573.5,0.216,12,12677.92,Current,Medium,0
L0000892,C001822,B0037,Home Loan,2025-11-14,2025-11-24,1225176,1151665.44,0.1125,120,17050.65,Current,Low,0
L0000893,C000164,B0022,Vehicle Finance,2023-06-29,2023-07-08,630555,346805.25,0.184,72,14524.52,Current,High,0
