TransactionID,AccountID,TransactionDate,TransactionTime,TransactionType,TransactionAmount,Channel,TransactionStatus,MerchantCategory,Province
T000006195,A0002270,2026-05-31,22:00:52,Transfer,1229.69,Card,Successful,N/A,Eastern Cape
T000006196,A0003016,2025-08-06,20:55:32,Withdrawal,2716.91,ATM,Successful,N/A,Western Cape
T000006197,A0000880,2026-01-19,06:39:49,Withdrawal,1477.66,Card,Successful,N/A,Gauteng
T000006198,A0000028,2026-05-10,11:29:24,Transfer,1908.66,Mobile App,Successful,N/A,Gauteng
T000006199,A0002149,2024-05-30,10:08:27,Card Purchase,351.86,Branch,Successful,Education,KwaZulu-Natal
T000006200,A0001955,2026-05-23,22:55:01,Deposit,3175.64,POS,Successful,N/A,Gauteng
T000006201,A0001685,2026-05-26,22:50:07,Transfer,4822.64,Mobile App,Successful,N/A,Gauteng
T000006202,A0003071,2025-04-24,06:52:45,Bank Fee,210.11,POS,Successful,N/A,KwaZulu-Natal
T000006203,A0003060,2025-05-20,20:44:27,Payment,4550.77,ATM,Successful,Utilities,Western Cape
T000006204,A0003124,2026-06-22,15:37:14,Withdrawal,3621.54,Internet Banking,Successful,N/A,Mpumalanga
T000006205,A0003046,2025-05-12,21:38:17,Payment,522.74,Mobile App,Successful,Education,Gauteng
T000006206,A0002280,2025-03-26,08:25:24,Debit Order,475.14,Mobile App,Successful,N/A,Eastern Cape
T000006207,A0001450,2026-03-28,06:49:03,Payment,524.1,ATM,Successful,Travel,Eastern Cape
T000006208,A0000835,2026-07-18,06:36:17,Transfer,1269.64,Card,Successful,N/A,KwaZulu-Natal
T000006209,A0002636,2026-06-01,11:07:43,Deposit,1619.06,Mobile App,Successful,N/A,KwaZulu-Natal
T000006210,A0002965,2025-08-29,22:04:08,Payment,171.49,Card,Successful,Fuel,Gauteng
T000006211,A0001716,2025-09-16,11:14:26,Card Purchase,1605.45,Mobile App,Successful,Retail,Gauteng
T000006212,A0002272,2024-01-24,14:09:15,Card Purchase,766.24,Branch,Successful,Restaurants,Western Cape
T000006213,A0001166,2026-04-06,10:08:40,Card Purchase,4828.73,Card,Successful,Utilities,Gauteng
T000006214,A0001914,2026-06-05,09:22:43,Bank Fee,1161.74,Mobile App,Successful,N/A,Western Cape
T000006215,A0001335,2025-06-23,16:06:19,Transfer,2038.58,Card,Successful,N/A,Western Cape
T000006216,A0000224,2025-12-13,13:16:15,Debit Order,942.27,Card,Successful,N/A,North West
T000006217,A0000303,2025-12-21,11:25:52,Card Purchase,766.64,Internet Banking,Successful,Groceries,Gauteng
T000006218,A0003139,2026-06-21,19:56:00,Card Purchase,1182.45,ATM,Successful,Groceries,KwaZulu-Natal
T000006219,A0001478,2023-11-20,18:51:06,Debit Order,208.07,Mobile App,Successful,N/A,KwaZulu-Natal
T000006220,A0001563,2025-06-14,14:29:12,Deposit,4224.03,ATM,Failed,N/A,Gauteng
T000006221,A0001844,2026-07-15,10:36:51,Card Purchase,296.3,POS,Successful,Utilities,Gauteng
T000006222,A0000365,2026-06-07,20:01:41,Transfer,655.96,Mobile App,Successful,N/A,Eastern Cape
T000006223,A0000542,2026-07-04,10:51:15,Payment,190.49,Card,Successful,Utilities,Gauteng
T000006224,A0001514,2026-07-27,07:46:36,Card Purchase,835.77,Card,Successful,Other,KwaZulu-Natal
T000006225,A0001628,2025-01-18,13:53:41,Debit Order,205.03,Internet Banking,Successful,N/A,Western Cape
T000006226,A0001567,2026-06-20,10:53:47,Card Purchase,1088.43,Internet Banking,Successful,Utilities,KwaZulu-Natal
T000006227,A0001967,2026-04-08,09:00:56,Card Purchase,490.79,Mobile App,Failed,Retail,North West
T000006228,A0001095,2026-07-31,20:37:27,Transfer,720.06,Mobile App,Successful,N/A,Western Cape
T000006229,A0001157,2026-06-14,07:59:14,Card Purchase,492.99,Mobile App,Successful,Other,Western Cape
T000006230,A0001065,2025-07-24,06:41:16,Card Purchase,552.75,Mobile App,Successful,Fuel,Eastern Cape
T000006231,A0000405,2026-06-02,20:53:48,Card Purchase,376.45,Mobile App,Successful,Education,KwaZulu-Natal
T000006232,A0000438,2025-03-06,06:02:11,Payment,467.48,Card,Successful,Entertainment,Western Cape
T000006233,A0000630,2025-10-15,08:30:38,Debit Order,779.51,Mobile App,Successful,N/A,Western Cape
T000006234,A0001704,2026-01-28,06:01:32,Deposit,209.93,Mobile App,Successful,N/A,Eastern Cape
T000006235,A0000784,2026-07-14,20:00:25,Payment,539.2,POS,Successful,Groceries,Western Cape
T000006236,A0001907,2024-08-30,06:22:21,Card Purchase,406.92,POS,Failed,Travel,Limpopo
T000006237,A0000846,2026-04-30,11:16:33,Card Purchase,353.87,Internet Banking,Successful,Education,Western Cape
T000006238,A0001202,2026-06-25,07:48:20,Payment,1619.99,POS,Successful,Education,Limpopo
T000006239,A0001001,2025-12-28,21:58:17,Withdrawal,363.96,Card,Successful,N/A,Gauteng
T000006240,A0000804,2026-02-05,15:32:33,Withdrawal,395.24,Branch,Successful,N/A,Gauteng
T000006241,A0001082,2026-07-23,13:01:38,Withdrawal,673.98,Mobile App,Successful,N/A,Gauteng
T000006242,A0002094,2025-08-09,11:11:43,Card Purchase,628.05,POS,Successful,Groceries,KwaZulu-Natal
T000006243,A0002358,2026-07-24,13:37:00,Transfer,1064.4,POS,Successful,N/A,Gauteng
T000006244,A0001472,2026-07-21,14:54:33,Deposit,4379.3,POS,Successful,N/A,Gauteng
T000006245,A0000309,2026-02-21,17:21:13,Debit Order,2718.11,ATM,Successful,N/A,Western Cape
T000006246,A0001602,2025-02-02,17:04:06,Transfer,337.85,Card,Successful,N/A,Limpopo
T000006247,A0002133,2026-07-30,09:59:37,Debit Order,524.29,POS,Successful,N/A,KwaZulu-Natal
T000006248,A0001247,2026-07-30,14:49:23,Transfer,253.39,POS,Successful,N/A,Mpumalanga
T000006249,A0002102,2024-05-27,16:36:47,Payment,288.08,ATM,Successful,Utilities,North West
T000006250,A0002522,2026-03-18,22:14:37,Card Purchase,60.11,Mobile App,Successful,Travel,Gauteng
T000006251,A0002020,2025-08-18,21:52:14,Card Purchase,686.14,POS,Successful,Restaurants,Gauteng
T000006252,A0001989,2026-06-11,17:47:41,Transfer,235.0,ATM,Successful,N/A,KwaZulu-Natal
T000006253,A0001468,2026-04-18,20:23:55,Deposit,730.44,Mobile App,Successful,N/A,Gauteng
T000006254,A0003096,2026-07-30,08:39:55,Card Purchase,303.82,Card,Successful,Groceries,Free State
T000006255,A0000015,2024-04-20,13:38:24,Card Purchase,1165.81,Mobile App,Successful,Groceries,Northern Cape
T000006256,A0000975,2026-07-11,22:00:51,Card Purchase,2190.51,ATM,Successful,Groceries,KwaZulu-Natal
T000006257,A0001317,2025-12-30,18:36:58,Transfer,561.12,Card,Successful,N/A,Western Cape
T000006258,A0000923,2025-08-24,14:30:46,Transfer,359.49,Card,Successful,N/A,Gauteng
T000006259,A0001838,2026-07-30,12:35:57,Deposit,3770.9,Mobile App,Successful,N/A,Gauteng
T000006260,A0002124,2026-06-13,11:15:36,Transfer,455.83,Mobile App,Successful,N/A,Gauteng
T000006261,A0002168,2026-03-13,07:49:46,Card Purchase,736.36,Card,Successful,Other,Gauteng
T000006262,A0001673,2026-06-08,18:36:09,Card Purchase,939.48,Card,Successful,Groceries,Gauteng
T000006263,A0002514,2026-06-02,18:59:32,Deposit,19122.71,Mobile App,Successful,N/A,Western Cape
T000006264,A0001794,2026-06-20,15:40:10,Transfer,250.13,Card,Successful,N/A,Limpopo
T000006265,A0002641,2026-07-06,16:43:35,Withdrawal,425.06,Card,Successful,N/A,Mpumalanga
T000006266,A0000153,2026-07-24,12:05:30,Withdrawal,2245.35,Mobile App,Successful,N/A,Western Cape
T000006267,A0000301,2026-05-04,07:05:15,Deposit,2586.67,Mobile App,Successful,N/A,Western Cape
T000006268,A0000155,2026-04-18,19:37:50,Withdrawal,569.75,Card,Successful,N/A,KwaZulu-Natal
T000006269,A0000041,2025-11-04,11:03:01,Transfer,3686.44,Mobile App,Successful,N/A,Mpumalanga
T000006270,A0002329,2026-01-02,14:30:57,Deposit,2266.12,Card,Successful,N/A,Eastern Cape
T000006271,A0001060,2026-07-25,11:18:30,Card Purchase,939.3,Mobile App,Successful,Utilities,Limpopo
T000006272,A0001893,2026-04-03,14:03:29,Card Purchase,284.37,Card,Successful,Utilities,KwaZulu-Natal
T000006273,A0001332,2025-09-05,17:29:41,Card Purchase,1627.03,POS,Successful,Fuel,Limpopo
T000006274,A0000024,2026-03-31,16:54:49,Card Purchase,2881.69,Branch,Successful,Telecoms,Gauteng
T000006275,A0000784,2025-08-04,22:58:16,Deposit,940.54,Mobile App,Successful,N/A,Western Cape
T000006276,A0002062,2026-05-07,11:29:22,Card Purchase,1318.39,ATM,Successful,Telecoms,Gauteng
T000006277,A0001204,2026-06-01,06:51:19,Payment,667.41,Mobile App,Successful,Groceries,North West
T000006278,A0002679,2024-05-25,10:39:47,Debit Order,652.44,Card,Successful,N/A,Limpopo
T000006279,A0000338,2026-06-01,13:48:27,Transfer,384.65,Card,Successful,N/A,Gauteng
T000006280,A0001374,2026-06-11,06:12:52,Debit Order,1557.68,Mobile App,Successful,N/A,Gauteng
T000006281,A0001224,2026-06-18,09:32:16,Transfer,460.69,Mobile App,Successful,N/A,Eastern Cape
T000006282,A0000181,2026-07-21,09:37:42,Withdrawal,842.72,Internet Banking,Successful,N/A,Gauteng
T000006283,A0002903,2026-01-29,11:55:54,Card Purchase,424.78,Internet Banking,Successful,Fuel,Limpopo
T000006284,A0001391,2026-07-19,13:56:57,Card Purchase,238.66,Card,Successful,Travel,Western Cape
T000006285,A0003098,2026-02-14,15:05:08,Card Purchase,186.62,Branch,Successful,Retail,Gauteng
T000006286,A0000228,2026-07-28,07:28:08,Bank Fee,1949.45,Card,Successful,N/A,Mpumalanga
T000006287,A0002136,2025-12-15,22:50:46,Interest,97.46,Internet Banking,Successful,N/A,KwaZulu-Natal
T000006288,A0002364,2026-07-12,06:35:02,Payment,1114.21,Card,Successful,Fuel,Gauteng
T000006289,A0002214,2026-06-11,17:40:34,Card Purchase,1142.91,Mobile App,Successful,Other,Western Cape
T000006290,A0000843,2026-01-22,08:12:07,Payment,7755.16,Card,Successful,Groceries,KwaZulu-Natal
T000006291,A0002435,2026-07-06,09:54:40,Card Purchase,482.79,Internet Banking,Successful,Education,Gauteng
T000006292,A0002765,2026-06-29,20:11:31,Deposit,1412.43,POS,Successful,N/A,Western Cape
T000006293,A0000871,2024-10-10,18:45:13,Card Purchase,925.41,ATM,Successful,Utilities,KwaZulu-Natal
T000006294,A0000854,2025-02-22,12:06:47,Withdrawal,442.72,POS,Successful,N/A,Gauteng
T000006295,A0002383,2024-10-26,22:52:01,Card Purchase,2072.73,POS,Successful,Fuel,Gauteng
T000006296,A0001229,2026-01-21,13:47:28,Transfer,62.49,Mobile App,Successful,N/A,Limpopo
T000006297,A0001680,2026-07-03,22:39:53,Transfer,307.67,POS,Successful,N/A,KwaZulu-Natal
T000006298,A0002751,2025-08-07,13:53:22,Transfer,245.21,ATM,Successful,N/A,Gauteng
T000006299,A0001482,2025-07-31,09:15:48,Transfer,2576.87,Branch,Successful,N/A,Gauteng
T000006300,A0000726,2026-07-26,14:18:51,Payment,449.88,Mobile App,Successful,Entertainment,Limpopo
T000006301,A0002046,2026-04-13,12:50:13,Deposit,1376.22,ATM,Successful,N/A,Gauteng
T000006302,A0001674,2026-03-27,12:49:51,Deposit,2018.59,Card,Successful,N/A,Mpumalanga
T000006303,A0000263,2026-07-25,14:05:20,Interest,855.12,Mobile App,Successful,N/A,Mpumalanga
T000006304,A0002077,2026-05-17,20:16:45,Transfer,1841.91,Card,Successful,N/A,Eastern Cape
T000006305,A0003170,2025-09-09,19:05:15,Card Purchase,504.51,Mobile App,Successful,Healthcare,Mpumalanga
T000006306,A0001417,2026-07-24,07:52:53,Card Purchase,375.56,POS,Successful,Travel,Western Cape
T000006307,A0001755,2025-07-22,08:51:57,Card Purchase,266.11,Card,Successful,Retail,Gauteng
T000006308,A0001156,2026-07-31,22:17:29,Transfer,192.42,Mobile App,Successful,N/A,Limpopo
T000006309,A0001925,2026-07-27,20:20:56,Withdrawal,516.9,Mobile App,Successful,N/A,KwaZulu-Natal
T000006310,A0001589,2026-02-16,21:52:35,Transfer,221.95,POS,Successful,N/A,Gauteng
T000006311,A0002376,2026-07-30,20:19:33,Deposit,330.13,POS,Successful,N/A,Gauteng
T000006312,A0001862,2026-03-13,19:53:57,Debit Order,157.81,Internet Banking,Successful,N/A,Gauteng
T000006313,A0001691,2025-12-27,14:49:15,Bank Fee,341.16,Internet Banking,Successful,N/A,Gauteng
T000006314,A0002762,2026-07-25,14:04:37,Card Purchase,1136.88,Card,Successful,Groceries,Gauteng
T000006315,A0001469,2026-03-28,17:34:31,Deposit,4414.35,Card,Successful,N/A,Western Cape
T000006316,A0002060,2026-06-01,07:42:21,Card Purchase,1873.83,ATM,Successful,Telecoms,KwaZulu-Natal
T000006317,A0001965,2026-04-21,16:00:30,Transfer,1951.76,Mobile App,Successful,N/A,Western Cape
T000006318,A0001093,2026-06-04,13:30:20,Payment,1569.28,POS,Successful,Fuel,KwaZulu-Natal
T000006319,A0002254,2026-07-11,14:42:20,Card Purchase,170.01,POS,Successful,Travel,Western Cape
T000006320,A0002668,2026-07-14,09:47:53,Payment,146.44,ATM,Successful,Telecoms,KwaZulu-Natal
T000006321,A0001348,2026-03-21,09:53:17,Deposit,685.15,Mobile App,Successful,N/A,Eastern Cape
T000006322,A0002759,2026-07-26,17:10:11,Withdrawal,790.59,ATM,Successful,N/A,Gauteng
T000006323,A0002461,2026-07-28,12:34:29,Card Purchase,849.92,POS,Successful,Retail,Mpumalanga
T000006324,A0000605,2026-04-27,22:12:16,Transfer,317.85,POS,Successful,N/A,Gauteng
T000006325,A0000116,2026-04-09,13:41:43,Transfer,328.66,Mobile App,Successful,N/A,KwaZulu-Natal
T000006326,A0002618,2026-05-27,14:05:21,Payment,1329.75,Card,Successful,Entertainment,KwaZulu-Natal
T000006327,A0001792,2025-03-29,16:57:02,Transfer,773.32,ATM,Successful,N/A,Limpopo
T000006328,A0000006,2025-10-06,10:21:39,Card Purchase,907.59,ATM,Successful,Entertainment,Gauteng
T000006329,A0000820,2026-04-04,17:25:25,Interest,2579.47,ATM,Successful,N/A,Western Cape
T000006330,A0000326,2026-01-29,18:30:53,Card Purchase,674.25,Card,Successful,Telecoms,KwaZulu-Natal
T000006331,A0001381,2025-07-26,07:58:30,Card Purchase,395.65,ATM,Successful,Retail,Gauteng
T000006332,A0002974,2026-07-30,19:54:23,Payment,206.0,Branch,Successful,Other,Free State
T000006333,A0000137,2026-02-10,14:27:37,Withdrawal,1378.5,Mobile App,Successful,N/A,Mpumalanga
T000006334,A0002342,2026-06-18,20:20:45,Withdrawal,876.05,Mobile App,Successful,N/A,Western Cape
T000006335,A0000030,2026-07-23,19:16:12,Card Purchase,1106.04,ATM,Successful,Entertainment,North West
T000006336,A0000519,2024-06-13,16:15:00,Card Purchase,802.65,Mobile App,Successful,Fuel,KwaZulu-Natal
T000006337,A0003041,2026-06-29,11:49:28,Payment,421.47,Mobile App,Failed,Groceries,Gauteng
T000006338,A0001191,2026-07-27,14:53:33,Card Purchase,335.7,Card,Successful,Other,Gauteng
T000006339,A0001889,2026-07-28,21:06:23,Debit Order,1319.75,ATM,Successful,N/A,Gauteng
T000006340,A0000803,2024-03-25,20:12:01,Transfer,250.46,Internet Banking,Successful,N/A,Gauteng
T000006341,A0000619,2026-01-27,07:29:35,Debit Order,484.42,Mobile App,Successful,N/A,KwaZulu-Natal
T000006342,A0003080,2025-11-04,16:02:29,Bank Fee,3258.34,Card,Successful,N/A,Gauteng
T000006343,A0002653,2026-01-03,15:41:07,Card Purchase,1365.95,Card,Successful,Travel,Eastern Cape
T000006344,A0002923,2026-07-08,11:55:17,Debit Order,551.99,POS,Successful,N/A,Western Cape
T000006345,A0000180,2025-10-04,11:57:00,Bank Fee,1415.6,ATM,Successful,N/A,KwaZulu-Natal
T000006346,A0001803,2025-04-20,20:11:19,Transfer,479.16,Mobile App,Successful,N/A,KwaZulu-Natal
T000006347,A0001773,2025-11-26,14:16:57,Debit Order,3990.86,ATM,Successful,N/A,Western Cape
T000006348,A0000392,2026-06-19,11:57:13,Deposit,3503.09,ATM,Successful,N/A,Free State
T000006349,A0002739,2026-03-06,06:18:25,Withdrawal,1518.08,Card,Successful,N/A,Gauteng
T000006350,A0000399,2026-07-30,17:16:25,Interest,465.5,Mobile App,Successful,N/A,Western Cape
T000006351,A0002764,2026-06-22,18:10:55,Interest,628.53,Mobile App,Successful,N/A,Free State
T000006352,A0000670,2026-06-22,13:04:01,Deposit,1323.0,Branch,Successful,N/A,Gauteng
T000006353,A0001452,2026-05-05,19:48:38,Transfer,1368.73,ATM,Successful,N/A,Free State
T000006354,A0002548,2026-05-25,21:12:56,Card Purchase,2477.22,Mobile App,Successful,Entertainment,Gauteng
T000006355,A0001228,2026-02-07,14:32:24,Card Purchase,540.46,Card,Successful,Fuel,Mpumalanga
T000006356,A0003126,2026-05-06,22:21:23,Payment,323.46,Mobile App,Successful,Telecoms,Gauteng
T000006357,A0000348,2026-04-17,19:09:46,Bank Fee,278.92,Mobile App,Successful,N/A,KwaZulu-Natal
T000006358,A0002571,2026-07-23,13:28:11,Payment,3934.14,Card,Successful,Utilities,Western Cape
T000006359,A0002715,2026-05-05,14:21:28,Card Purchase,718.01,Branch,Successful,Telecoms,Eastern Cape
T000006360,A0000946,2026-05-02,21:01:53,Withdrawal,122.65,Branch,Successful,N/A,Gauteng
T000006361,A0001048,2025-12-20,11:27:09,Deposit,7743.03,Card,Successful,N/A,Limpopo
T000006362,A0001360,2025-06-25,12:34:31,Interest,1157.13,ATM,Successful,N/A,Eastern Cape
T000006363,A0001538,2026-03-28,12:14:40,Bank Fee,3497.49,Mobile App,Successful,N/A,Limpopo
T000006364,A0003155,2024-03-22,12:41:46,Withdrawal,1679.45,POS,Successful,N/A,KwaZulu-Natal
T000006365,A0000650,2026-01-20,16:04:03,Payment,2398.77,POS,Successful,Restaurants,Western Cape
T000006366,A0000302,2026-04-06,09:03:06,Transfer,49.38,Mobile App,Successful,N/A,Western Cape
T000006367,A0001457,2026-04-17,20:08:41,Transfer,899.77,Card,Successful,N/A,Free State
T000006368,A0002243,2026-07-27,09:37:54,Debit Order,134.51,Card,Successful,N/A,Western Cape
T000006369,A0001841,2025-12-26,13:00:08,Debit Order,485.35,Card,Successful,N/A,KwaZulu-Natal
T000006370,A0000182,2025-02-26,07:10:18,Deposit,2767.31,ATM,Successful,N/A,Western Cape
T000006371,A0001588,2026-07-15,20:39:27,Debit Order,1260.74,ATM,Successful,N/A,North West
T000006372,A0002766,2026-07-22,12:33:26,Card Purchase,1766.77,Internet Banking,Successful,Fuel,Gauteng
T000006373,A0000913,2026-04-29,21:31:00,Withdrawal,108.48,Branch,Successful,N/A,KwaZulu-Natal
T000006374,A0001207,2026-05-28,20:00:05,Withdrawal,393.64,Card,Successful,N/A,KwaZulu-Natal
T000006375,A0000844,2025-07-05,20:39:42,Debit Order,472.8,POS,Successful,N/A,Mpumalanga
T000006376,A0001699,2026-03-21,16:58:33,Card Purchase,601.93,Mobile App,Successful,Education,Western Cape
T000006377,A0002922,2026-06-04,13:19:43,Card Purchase,1844.66,ATM,Successful,Utilities,Western Cape
T000006378,A0001898,2025-12-17,15:26:18,Withdrawal,447.24,ATM,Successful,N/A,Gauteng
T000006379,A0001991,2026-04-17,13:28:10,Bank Fee,392.71,Mobile App,Successful,N/A,KwaZulu-Natal
T000006380,A0001247,2026-07-31,09:38:58,Card Purchase,331.04,Card,Successful,Groceries,Mpumalanga
T000006381,A0000362,2026-07-29,09:04:59,Card Purchase,600.41,Card,Successful,Healthcare,Gauteng
T000006382,A0001298,2026-07-24,22:52:15,Card Purchase,359.3,Card,Successful,Fuel,Mpumalanga
T000006383,A0000194,2026-06-04,13:52:51,Payment,678.34,Internet Banking,Successful,Utilities,North West
T000006384,A0000219,2025-12-13,07:34:50,Card Purchase,1189.28,Card,Successful,Utilities,Limpopo
T000006385,A0003155,2024-02-09,09:36:25,Withdrawal,1311.45,Card,Successful,N/A,KwaZulu-Natal
T000006386,A0002838,2026-04-18,21:48:38,Withdrawal,869.22,Internet Banking,Successful,N/A,Gauteng
T000006387,A0002527,2026-04-18,07:17:00,Card Purchase,310.57,Branch,Successful,Healthcare,Gauteng
T000006388,A0002281,2026-07-09,13:47:02,Interest,1525.08,Internet Banking,Successful,N/A,Mpumalanga
T000006389,A0002612,2025-05-04,07:05:07,Card Purchase,407.61,ATM,Successful,Retail,Limpopo
T000006390,A0002963,2026-03-21,08:04:17,Transfer,476.41,Mobile App,Successful,N/A,KwaZulu-Natal
T000006391,A0001359,2026-06-21,07:02:29,Deposit,1782.18,Mobile App,Successful,N/A,Gauteng
T000006392,A0001353,2026-06-11,18:20:13,Transfer,377.19,POS,Successful,N/A,Mpumalanga
T000006393,A0002554,2025-10-29,12:42:32,Card Purchase,645.11,ATM,Successful,Healthcare,Gauteng
T000006394,A0001064,2026-07-17,12:35:57,Transfer,479.56,ATM,Failed,N/A,Western Cape
T000006395,A0001085,2024-01-27,12:52:02,Card Purchase,1024.25,Mobile App,Successful,Retail,Western Cape
T000006396,A0002126,2025-02-23,20:57:54,Payment,3657.29,Mobile App,Successful,Groceries,Eastern Cape
T000006397,A0001524,2025-09-17,22:19:36,Deposit,13990.73,Mobile App,Successful,N/A,Western Cape
T000006398,A0002874,2026-04-08,18:02:20,Payment,1452.25,Mobile App,Successful,Entertainment,Gauteng
T000006399,A0002833,2026-07-21,21:11:19,Withdrawal,897.59,POS,Successful,N/A,KwaZulu-Natal
T000006400,A0003149,2026-07-25,20:36:40,Deposit,1418.07,Mobile App,Successful,N/A,KwaZulu-Natal
T000006401,A0001651,2024-06-14,08:34:06,Transfer,2454.58,Mobile App,Successful,N/A,KwaZulu-Natal
T000006402,A0001982,2026-05-25,15:33:04,Interest,1272.88,Card,Successful,N/A,Limpopo
T000006403,A0001716,2026-07-23,19:56:36,Debit Order,358.85,ATM,Successful,N/A,Gauteng
T000006404,A0002696,2025-02-14,15:18:14,Transfer,968.75,Mobile App,Successful,N/A,KwaZulu-Natal
T000006405,A0001850,2026-02-22,22:42:11,Card Purchase,514.1,Mobile App,Successful,Retail,Western Cape
T000006406,A0001265,2026-06-03,16:25:08,Card Purchase,1489.95,Internet Banking,Failed,Retail,Gauteng
T000006407,A0001525,2026-03-28,07:43:27,Transfer,267.86,ATM,Successful,N/A,Limpopo
T000006408,A0002552,2025-09-22,21:39:59,Bank Fee,221.96,Mobile App,Successful,N/A,Gauteng
T000006409,A0000116,2025-11-15,11:11:20,Card Purchase,256.33,ATM,Successful,Groceries,KwaZulu-Natal
T000006410,A0002120,2026-02-27,18:27:21,Deposit,1966.83,Branch,Successful,N/A,Gauteng
T000006411,A0001709,2026-06-28,21:23:30,Interest,5187.32,Mobile App,Successful,N/A,Western Cape
T000006412,A0001686,2026-07-24,21:06:47,Payment,634.04,Mobile App,Successful,Restaurants,North West
T000006413,A0000721,2023-06-17,09:13:32,Payment,1276.64,ATM,Successful,Utilities,Eastern Cape
T000006414,A0000348,2026-05-19,22:54:55,Debit Order,234.97,Branch,Successful,N/A,KwaZulu-Natal
T000006415,A0003173,2023-01-03,14:52:52,Card Purchase,1137.85,Card,Successful,Restaurants,Western Cape
T000006416,A0000191,2026-01-19,16:36:02,Card Purchase,38.78,ATM,Successful,Utilities,Western Cape
T000006417,A0000790,2024-04-09,07:37:00,Bank Fee,1131.94,ATM,Successful,N/A,Limpopo
T000006418,A0000825,2026-06-21,12:26:57,Withdrawal,1251.49,Mobile App,Successful,N/A,Western Cape
T000006419,A0001083,2026-01-16,11:02:32,Debit Order,3594.86,Card,Successful,N/A,Western Cape
T000006420,A0002278,2026-05-27,08:12:21,Transfer,3572.12,POS,Successful,N/A,Gauteng
T000006421,A0002636,2026-07-12,17:50:22,Bank Fee,146.34,POS,Successful,N/A,KwaZulu-Natal
T000006422,A0000639,2026-06-14,16:28:08,Card Purchase,177.11,Card,Successful,Healthcare,Gauteng
T000006423,A0002945,2025-09-15,11:32:04,Interest,645.68,Mobile App,Successful,N/A,Western Cape
T000006424,A0000167,2026-05-22,21:47:02,Transfer,221.87,Card,Successful,N/A,Gauteng
T000006425,A0000340,2026-06-14,17:06:32,Withdrawal,513.0,Card,Successful,N/A,North West
T000006426,A0000776,2026-07-18,13:14:56,Card Purchase,245.73,Branch,Successful,Utilities,Gauteng
T000006427,A0003103,2025-11-25,08:38:18,Deposit,2107.96,POS,Successful,N/A,Eastern Cape
T000006428,A0002916,2024-05-16,19:31:32,Bank Fee,868.35,POS,Successful,N/A,Gauteng
T000006429,A0002794,2025-06-16,17:03:10,Debit Order,651.47,POS,Successful,N/A,KwaZulu-Natal
T000006430,A0002254,2025-02-13,22:40:22,Transfer,1629.42,POS,Successful,N/A,Western Cape
T000006431,A0001807,2026-05-26,16:01:50,Debit Order,599.66,Internet Banking,Successful,N/A,Western Cape
T000006432,A0000674,2026-04-07,22:16:22,Card Purchase,1604.19,Branch,Successful,Restaurants,Gauteng
T000006433,A0001572,2026-06-01,10:57:35,Card Purchase,1699.16,Card,Successful,Entertainment,Free State
T000006434,A0003123,2025-06-01,09:23:49,Payment,1175.41,POS,Successful,Other,Western Cape
T000006435,A0001958,2024-11-04,09:02:11,Payment,2348.04,Internet Banking,Successful,Telecoms,Gauteng
T000006436,A0000458,2024-12-15,21:41:39,Card Purchase,252.28,ATM,Successful,Utilities,Gauteng
T000006437,A0002204,2026-07-24,19:02:59,Deposit,1753.71,Mobile App,Successful,N/A,KwaZulu-Natal
T000006438,A0000536,2026-02-05,19:51:59,Payment,708.17,Card,Successful,Groceries,KwaZulu-Natal
T000006439,A0001489,2026-06-15,19:27:04,Card Purchase,1737.31,Internet Banking,Successful,Retail,Western Cape
T000006440,A0000876,2026-06-06,08:15:30,Transfer,148.86,POS,Successful,N/A,Western Cape
T000006441,A0001924,2026-05-26,10:07:26,Withdrawal,1046.08,Branch,Successful,N/A,Mpumalanga
T000006442,A0001710,2026-01-30,17:27:10,Card Purchase,408.53,POS,Successful,Retail,Mpumalanga
T000006443,A0001304,2026-06-25,16:31:58,Interest,220.87,ATM,Successful,N/A,Eastern Cape
T000006444,A0000376,2026-04-26,15:04:32,Deposit,1945.21,Card,Successful,N/A,KwaZulu-Natal
T000006445,A0000320,2026-04-11,18:24:16,Card Purchase,258.08,Card,Successful,Groceries,Mpumalanga
T000006446,A0000334,2026-07-26,12:50:29,Debit Order,574.81,Internet Banking,Successful,N/A,Eastern Cape
T000006447,A0003081,2026-05-31,08:01:37,Transfer,1156.78,Mobile App,Successful,N/A,Gauteng
T000006448,A0001701,2026-07-05,15:21:42,Transfer,1381.21,Mobile App,Successful,N/A,KwaZulu-Natal
T000006449,A0001682,2026-07-23,08:26:28,Deposit,1248.3,Card,Successful,N/A,Gauteng
T000006450,A0002411,2024-08-09,10:29:31,Card Purchase,1464.49,Card,Successful,Restaurants,Gauteng
T000006451,A0000453,2026-07-04,17:21:45,Interest,1758.26,Mobile App,Successful,N/A,Western Cape
T000006452,A0002142,2026-07-28,11:06:23,Transfer,1064.48,Branch,Successful,N/A,KwaZulu-Natal
T000006453,A0000022,2026-06-26,22:12:22,Card Purchase,683.38,Mobile App,Successful,Groceries,KwaZulu-Natal
T000006454,A0003191,2026-07-30,22:56:36,Payment,255.53,Mobile App,Successful,Utilities,KwaZulu-Natal
T000006455,A0001812,2025-08-30,21:30:47,Card Purchase,632.2,Mobile App,Failed,Fuel,Gauteng
T000006456,A0000804,2023-06-27,10:14:44,Debit Order,1070.88,ATM,Successful,N/A,Gauteng
