AccountID,CustomerID,ProductID,BranchID,AccountType,OpenDate,CurrentBalance,AccountStatus,InterestRate,OverdraftLimit
A0002609,C000282,P001,B0008,Current Account,2025-07-28,21049.4,Active,0.002,1400.0
A0002610,C000744,P003,B0051,Current Account,2023-10-23,78634.47,Active,0.001,0
A0002611,C000524,P020,B0012,Current Account,2026-06-16,22230.21,Active,0.002,1400.0
A0002612,C001651,P011,B0016,Credit Card,2025-04-27,-2012.11,Active,0.205,5000
A0002613,C001892,P009,B0047,Money Market,2023-09-06,60642.12,Active,0.068,0
A0002614,C000585,P004,B0056,Savings,2025-07-16,235930.87,Closed,0.045,0
A0002615,C001676,P005,B0032,Savings,2025-08-16,4391.96,Dormant,0.055,0
A0002616,C001562,P008,B0049,Fixed Deposit,2025-12-04,6774.19,Active,0.085,0
A0002617,C001269,P003,B0025,Current Account,2026-05-14,68713.06,Active,0.001,0
A0002618,C000311,P002,B0012,Current Account,2026-02-28,81274.99,Active,0.001,0
A0002619,C000332,P018,B0005,Current Account,2026-03-28,20837.09,Active,0.012,0
A0002620,C000906,P003,B0019,Current Account,2026-07-22,23027.8,Dormant,0.001,0
A0002621,C000745,P006,B0046,Savings,2025-12-04,12563.39,Active,0.062,0
A0002622,C001000,P020,B0006,Current Account,2026-07-30,6816.65,Active,0.002,0
A0002623,C001223,P020,B0016,Current Account,2024-04-15,12187.03,Active,0.002,0
A0002624,C001942,P006,B0006,Savings,2025-12-16,7947.25,Dormant,0.062,0
A0002625,C000497,P004,B0035,Savings,2024-03-29,14983.91,Active,0.045,0
A0002626,C000061,P020,B0055,Current Account,2026-04-19,25595.03,Dormant,0.002,0
A0002627,C000281,P005,B0023,Savings,2024-11-18,85172.3,Active,0.055,0
A0002628,C000524,P011,B0017,Credit Card,2024-11-25,-906.55,Active,0.205,5000
A0002629,C001464,P005,B0030,Savings,2023-08-21,32117.62,Active,0.055,5200.0
A0002630,C000330,P002,B0009,Current Account,2025-02-15,6603.49,Active,0.001,0
A0002631,C000908,P003,B0023,Current Account,2025-02-18,12040.71,Active,0.001,5200.0
A0002632,C000189,P003,B0024,Current Account,2025-11-18,28049.91,Active,0.001,0
A0002633,C001730,P010,B0031,Credit Card,2023-07-17,-967.52,Active,0.215,5000
A0002634,C001557,P006,B0060,Savings,2022-05-07,11445.38,Active,0.062,0
A0002635,C001982,P004,B0011,Savings,2025-05-10,13694.83,Active,0.045,0
A0002636,C000016,P008,B0012,Fixed Deposit,2026-04-18,81041.2,Active,0.085,0
A0002637,C000745,P007,B0007,Notice Deposit,2025-03-15,85337.11,Active,0.075,0
A0002638,C000535,P002,B0008,Current Account,2024-10-03,4357.25,Active,0.001,0
A0002639,C000097,P005,B0046,Savings,2025-04-02,40788.73,Active,0.055,0
A0002640,C001374,P004,B0045,Savings,2026-02-23,135264.09,Active,0.045,0
A0002641,C001586,P002,B0058,Current Account,2023-07-07,52398.66,Active,0.001,0
A0002642,C000863,P009,B0042,Money Market,2025-11-12,18184.86,Active,0.068,0
A0002643,C000361,P018,B0026,Current Account,2026-01-08,96483.96,Active,0.012,0
A0002644,C001531,P005,B0003,Savings,2025-05-03,4688.8,Active,0.055,1400.0
A0002645,C001680,P006,B0008,Savings,2025-05-25,13932.42,Active,0.062,0
A0002646,C001026,P006,B0044,Savings,2026-02-03,14291.56,Active,0.062,0
A0002647,C001235,P018,B0051,Current Account,2025-08-03,228359.21,Closed,0.012,0
A0002648,C000317,P006,B0043,Savings,2026-03-17,12118.42,Active,0.062,1400.0
A0002649,C001563,P004,B0039,Savings,2025-10-21,12824.25,Active,0.045,5200.0
A0002650,C000808,P008,B0027,Fixed Deposit,2023-01-14,90449.54,Active,0.085,0
A0002651,C000332,P008,B0041,Fixed Deposit,2026-07-06,37987.24,Active,0.085,0
A0002652,C000570,P002,B0012,Current Account,2026-02-17,9545.25,Active,0.001,0
A0002653,C000007,P008,B0024,Fixed Deposit,2024-07-31,62505.04,Active,0.085,0
A0002654,C000929,P001,B0005,Current Account,2026-01-30,18991.05,Active,0.002,0
A0002655,C001363,P003,B0053,Current Account,2026-06-10,39148.4,Active,0.001,0
A0002656,C001589,P004,B0020,Savings,2024-09-29,11642.32,Active,0.045,0
A0002657,C000001,P002,B0026,Current Account,2026-07-24,22363.55,Active,0.001,1400.0
A0002658,C001815,P006,B0045,Savings,2025-11-04,6354.85,Active,0.062,0
A0002659,C001468,P006,B0045,Savings,2026-03-06,73664.7,Active,0.062,0
A0002660,C001976,P002,B0004,Current Account,2025-11-06,221475.75,Active,0.001,0
A0002661,C000672,P006,B0051,Savings,2024-03-24,13411.14,Active,0.062,5200.0
A0002662,C000762,P008,B0036,Fixed Deposit,2026-06-07,11835.08,Active,0.085,0
A0002663,C001292,P007,B0051,Notice Deposit,2026-03-31,46614.31,Active,0.075,0
A0002664,C000001,P004,B0037,Savings,2026-06-29,1507.73,Active,0.045,0
A0002665,C001509,P005,B0046,Savings,2024-05-23,125239.5,Dormant,0.055,0
A0002666,C000683,P008,B0054,Fixed Deposit,2026-01-25,42194.66,Active,0.085,0
A0002667,C000538,P004,B0035,Savings,2022-08-06,8625.57,Active,0.045,0
A0002668,C000750,P003,B0019,Current Account,2026-01-20,12255.92,Active,0.001,0
A0002669,C001309,P003,B0049,Current Account,2025-04-23,70610.45,Closed,0.001,0
A0002670,C001613,P006,B0051,Savings,2025-09-25,282110.73,Active,0.062,0
A0002671,C001142,P018,B0059,Current Account,2025-07-25,29552.44,Active,0.012,0
A0002672,C001911,P011,B0049,Credit Card,2026-02-25,-1554.89,Active,0.205,5000
A0002673,C001627,P001,B0021,Current Account,2025-12-17,55764.49,Active,0.002,0
A0002674,C000392,P005,B0052,Savings,2025-07-07,38420.99,Active,0.055,5200.0
A0002675,C000934,P018,B0046,Current Account,2026-05-27,25308.32,Active,0.012,0
A0002676,C001933,P012,B0015,Credit Card,2026-07-08,-6817.65,Closed,0.185,12200.0
A0002677,C001068,P001,B0050,Current Account,2025-01-05,18281.95,Active,0.002,0
A0002678,C001809,P003,B0020,Current Account,2026-07-17,3140.22,Active,0.001,0
A0002679,C000559,P018,B0016,Current Account,2023-09-21,139714.05,Active,0.012,0
A0002680,C001853,P005,B0019,Savings,2025-01-13,11844.07,Active,0.055,0
A0002681,C000667,P003,B0027,Current Account,2026-02-24,23934.57,Active,0.001,5200.0
A0002682,C000150,P010,B0005,Credit Card,2025-09-24,-1858.76,Active,0.215,5000
A0002683,C000375,P019,B0027,Money Market,2025-11-08,91452.68,Active,0.078,0
A0002684,C001658,P008,B0005,Fixed Deposit,2026-03-15,57768.76,Closed,0.085,0
A0002685,C000105,P004,B0006,Savings,2025-11-06,10447.1,Dormant,0.045,0
A0002686,C000322,P020,B0057,Current Account,2024-07-05,7400.71,Active,0.002,0
A0002687,C001189,P018,B0010,Current Account,2025-04-23,12259.62,Dormant,0.012,0
A0002688,C000794,P009,B0016,Money Market,2024-06-22,77729.97,Active,0.068,0
A0002689,C001096,P007,B0027,Notice Deposit,2024-12-06,23991.69,Active,0.075,0
A0002690,C000549,P018,B0023,Current Account,2026-06-30,10406.82,Active,0.012,5200.0
A0002691,C001863,P003,B0039,Current Account,2026-06-15,6630.94,Active,0.001,0
A0002692,C000097,P005,B0040,Savings,2023-02-03,17478.1,Active,0.055,0
A0002693,C000118,P012,B0002,Credit Card,2026-02-28,-2013.74,Active,0.185,5000
A0002694,C001713,P001,B0007,Current Account,2025-01-07,13101.79,Active,0.002,0
A0002695,C001130,P007,B0029,Notice Deposit,2024-10-26,26257.6,Active,0.075,0
A0002696,C000081,P006,B0017,Savings,2024-12-27,18538.33,Active,0.062,5200.0
A0002697,C000639,P010,B0057,Credit Card,2023-08-22,-8161.04,Active,0.215,12200.0
A0002698,C000540,P018,B0024,Current Account,2025-04-11,39265.69,Active,0.012,0
A0002699,C001306,P003,B0027,Current Account,2026-06-22,15711.06,Dormant,0.001,0
A0002700,C001815,P004,B0050,Savings,2025-05-10,5990.12,Active,0.045,0
A0002701,C000998,P004,B0049,Savings,2025-12-17,21248.2,Active,0.045,0
A0002702,C000957,P019,B0010,Money Market,2026-07-31,6566.59,Active,0.078,0
A0002703,C001421,P001,B0032,Current Account,2025-07-03,68496.83,Active,0.002,0
A0002704,C000894,P018,B0051,Current Account,2026-03-22,30267.88,Active,0.012,5200.0
A0002705,C000275,P005,B0017,Savings,2025-09-22,153895.51,Dormant,0.055,0
A0002706,C001833,P001,B0027,Current Account,2023-12-04,2504.7,Active,0.002,0
A0002707,C001770,P005,B0030,Savings,2025-03-13,20250.78,Active,0.055,0
A0002708,C001051,P012,B0008,Credit Card,2025-12-24,-573.44,Active,0.185,5000
A0002709,C001751,P011,B0037,Credit Card,2025-06-28,-7531.39,Active,0.205,12200.0
A0002710,C000439,P002,B0054,Current Account,2024-03-18,25534.92,Active,0.001,0
A0002711,C001249,P004,B0017,Savings,2024-09-07,31336.54,Dormant,0.045,0
A0002712,C001186,P020,B0045,Current Account,2024-08-13,16967.18,Dormant,0.002,5200.0
A0002713,C000588,P003,B0007,Current Account,2023-07-26,7286.23,Dormant,0.001,0
A0002714,C000055,P006,B0043,Savings,2024-10-13,23170.08,Active,0.062,5200.0
A0002715,C000791,P001,B0008,Current Account,2025-03-14,18647.18,Active,0.002,5200.0
A0002716,C000291,P003,B0056,Current Account,2026-01-17,204348.39,Active,0.001,0
A0002717,C001131,P006,B0021,Savings,2025-05-21,244680.71,Active,0.062,0
A0002718,C000463,P006,B0008,Savings,2024-11-27,38655.76,Active,0.062,1400.0
A0002719,C001393,P010,B0024,Credit Card,2025-04-17,-1028.78,Active,0.215,5000
A0002720,C001366,P002,B0049,Current Account,2026-04-01,39498.56,Active,0.001,0
A0002721,C000242,P004,B0002,Savings,2026-05-12,12567.25,Active,0.045,1400.0
A0002722,C000554,P010,B0027,Credit Card,2025-03-01,-1721.27,Active,0.215,5000
A0002723,C001230,P006,B0033,Savings,2026-04-07,41715.52,Active,0.062,0
A0002724,C001214,P007,B0033,Notice Deposit,2023-08-17,46983.13,Active,0.075,0
A0002725,C001678,P019,B0019,Money Market,2025-12-31,78443.34,Active,0.078,0
A0002726,C001767,P020,B0012,Current Account,2026-03-29,9667.43,Active,0.002,0
A0002727,C000871,P008,B0029,Fixed Deposit,2025-10-13,86329.65,Active,0.085,0
A0002728,C001482,P005,B0026,Savings,2026-04-08,4628.99,Dormant,0.055,0
A0002729,C001539,P006,B0050,Savings,2026-06-09,10732.85,Active,0.062,0
A0002730,C000758,P003,B0033,Current Account,2025-08-25,19175.8,Active,0.001,5200.0
A0002731,C001366,P001,B0044,Current Account,2026-04-03,49082.45,Active,0.002,0
A0002732,C001278,P011,B0004,Credit Card,2023-11-06,-5462.46,Active,0.205,12200.0
A0002733,C001032,P010,B0060,Credit Card,2026-03-04,-965.48,Active,0.215,5000
A0002734,C001497,P007,B0005,Notice Deposit,2026-04-26,73639.3,Dormant,0.075,0
A0002735,C000101,P003,B0054,Current Account,2022-07-27,8856.26,Active,0.001,0
A0002736,C001141,P001,B0029,Current Account,2025-02-25,18296.85,Active,0.002,0
A0002737,C001011,P006,B0012,Savings,2026-07-28,46997.39,Closed,0.062,0
A0002738,C000881,P006,B0037,Savings,2026-07-24,76625.64,Active,0.062,0
A0002739,C000221,P005,B0002,Savings,2026-02-01,319672.64,Active,0.055,0
A0002740,C001330,P003,B0053,Current Account,2024-04-16,250104.48,Active,0.001,0
A0002741,C001004,P020,B0001,Current Account,2023-06-14,20721.14,Active,0.002,0
A0002742,C001927,P008,B0053,Fixed Deposit,2023-10-20,20530.64,Active,0.085,0
A0002743,C001667,P005,B0007,Savings,2026-04-03,64289.19,Active,0.055,0
A0002744,C001371,P004,B0017,Savings,2026-03-09,37999.24,Active,0.045,0
A0002745,C000390,P018,B0016,Current Account,2024-10-28,3299.4,Active,0.012,1400.0
A0002746,C000584,P018,B0038,Current Account,2026-07-13,19197.88,Active,0.012,5200.0
A0002747,C000703,P006,B0011,Savings,2025-11-22,5955.71,Active,0.062,1400.0
A0002748,C000263,P002,B0054,Current Account,2024-10-19,5741.5,Active,0.001,0
A0002749,C000682,P006,B0051,Savings,2026-02-23,18885.85,Active,0.062,5200.0
A0002750,C001585,P008,B0039,Fixed Deposit,2025-04-30,36948.03,Active,0.085,0
A0002751,C001955,P018,B0048,Current Account,2024-09-13,13722.31,Active,0.012,0
A0002752,C001228,P012,B0037,Credit Card,2024-05-25,-674.73,Active,0.185,5000
A0002753,C001448,P020,B0016,Current Account,2026-07-14,7001.83,Active,0.002,0
A0002754,C000456,P018,B0016,Current Account,2025-12-23,10371.29,Dormant,0.012,5200.0
A0002755,C001303,P020,B0020,Current Account,2023-05-17,9388.58,Active,0.002,0
A0002756,C000227,P003,B0001,Current Account,2025-11-26,21709.61,Active,0.001,0
A0002757,C001321,P008,B0008,Fixed Deposit,2024-08-09,76278.59,Active,0.085,0
A0002758,C000170,P006,B0043,Savings,2024-09-03,32798.85,Active,0.062,5200.0
A0002759,C001808,P001,B0009,Current Account,2026-07-17,6858.7,Active,0.002,1400.0
A0002760,C000393,P019,B0044,Money Market,2024-08-03,24138.82,Dormant,0.078,0
A0002761,C000676,P009,B0011,Money Market,2026-02-12,21926.34,Active,0.068,0
A0002762,C000847,P011,B0002,Credit Card,2026-03-13,-1594.72,Active,0.205,5000
A0002763,C000386,P004,B0022,Savings,2026-02-28,14529.93,Active,0.045,0
A0002764,C001327,P001,B0050,Current Account,2025-02-20,6067.84,Active,0.002,0
A0002765,C000740,P011,B0055,Credit Card,2026-02-07,-675.87,Active,0.205,5000
A0002766,C000875,P006,B0033,Savings,2026-07-14,36383.25,Active,0.062,0
A0002767,C000277,P003,B0057,Current Account,2026-05-23,2311.45,Active,0.001,1400.0
A0002768,C001488,P004,B0027,Savings,2024-09-24,25645.22,Active,0.045,5200.0
A0002769,C000583,P009,B0037,Money Market,2024-10-04,49342.93,Active,0.068,0
A0002770,C001151,P010,B0051,Credit Card,2026-07-01,-3439.4,Dormant,0.215,42000.0
A0002771,C000555,P010,B0012,Credit Card,2025-08-18,-1699.06,Active,0.215,5000
A0002772,C001225,P008,B0030,Fixed Deposit,2023-07-17,56079.17,Active,0.085,0
A0002773,C000389,P008,B0022,Fixed Deposit,2026-07-03,15310.09,Active,0.085,0
A0002774,C001231,P010,B0047,Credit Card,2025-11-25,-2454.64,Closed,0.215,12200.0
A0002775,C001345,P018,B0039,Current Account,2024-03-09,105260.85,Active,0.012,0
A0002776,C000414,P018,B0028,Current Account,2026-01-14,74904.46,Active,0.012,0
A0002777,C001650,P018,B0046,Current Account,2026-02-05,779957.46,Active,0.012,0
A0002778,C000652,P018,B0036,Current Account,2026-03-23,6412.76,Dormant,0.012,0
A0002779,C001213,P006,B0033,Savings,2025-02-02,4715.21,Active,0.062,1400.0
A0002780,C000836,P006,B0030,Savings,2026-05-11,30222.26,Active,0.062,5200.0
A0002781,C001760,P020,B0038,Current Account,2022-05-10,4203.58,Active,0.002,0
A0002782,C001600,P010,B0037,Credit Card,2026-05-16,-2046.61,Active,0.215,5000
A0002783,C000728,P008,B0031,Fixed Deposit,2025-07-28,14652.47,Active,0.085,0
A0002784,C000255,P001,B0004,Current Account,2026-04-27,114705.4,Active,0.002,0
A0002785,C001880,P004,B0003,Savings,2026-07-17,16562.26,Active,0.045,5200.0
A0002786,C000819,P005,B0058,Savings,2026-06-11,64478.63,Active,0.055,0
A0002787,C001552,P002,B0002,Current Account,2023-02-11,5381.67,Active,0.001,0
A0002788,C001476,P005,B0006,Savings,2025-06-30,121384.62,Active,0.055,0
A0002789,C000225,P003,B0012,Current Account,2022-07-25,87588.69,Active,0.001,0
A0002790,C001026,P005,B0012,Savings,2026-07-06,18388.01,Active,0.055,0
A0002791,C000853,P006,B0050,Savings,2025-10-19,41856.7,Active,0.062,0
A0002792,C000256,P018,B0003,Current Account,2026-01-31,20379.44,Active,0.012,0
A0002793,C000228,P018,B0040,Current Account,2023-08-15,224313.87,Active,0.012,0
A0002794,C000467,P006,B0023,Savings,2025-05-11,83882.45,Active,0.062,0
A0002795,C000049,P012,B0033,Credit Card,2025-01-10,-2180.99,Active,0.185,5000
A0002796,C001691,P018,B0050,Current Account,2024-11-08,13213.44,Active,0.012,0
A0002797,C000254,P008,B0008,Fixed Deposit,2025-03-03,9211.98,Active,0.085,0
A0002798,C001902,P001,B0015,Current Account,2024-04-03,61371.63,Active,0.002,5200.0
A0002799,C000212,P002,B0012,Current Account,2023-05-01,21102.21,Dormant,0.001,1400.0
A0002800,C000208,P001,B0036,Current Account,2022-10-22,11324.89,Active,0.002,0
A0002801,C001594,P005,B0022,Savings,2026-07-16,6340.94,Active,0.055,0
A0002802,C000618,P006,B0029,Savings,2023-08-11,79152.45,Active,0.062,5200.0
A0002803,C001205,P007,B0053,Notice Deposit,2024-04-16,11446.99,Closed,0.075,0
A0002804,C001242,P003,B0012,Current Account,2025-12-20,40260.45,Active,0.001,0
A0002805,C000323,P006,B0005,Savings,2026-01-14,22559.25,Active,0.062,0
A0002806,C000870,P004,B0020,Savings,2023-11-12,2123.67,Active,0.045,1400.0
A0002807,C000688,P002,B0009,Current Account,2026-01-17,48023.92,Active,0.001,0
A0002808,C000096,P006,B0060,Savings,2022-08-31,5054.78,Dormant,0.062,0
A0002809,C001419,P002,B0018,Current Account,2025-10-06,8830.48,Active,0.001,1400.0
A0002810,C001645,P004,B0008,Savings,2022-04-02,7423.28,Active,0.045,0
A0002811,C000947,P018,B0042,Current Account,2026-04-25,9313.51,Closed,0.012,1400.0
A0002812,C001483,P003,B0057,Current Account,2025-11-10,38890.92,Active,0.001,0
A0002813,C000582,P002,B0006,Current Account,2025-09-20,3275.07,Active,0.001,0
A0002814,C000979,P018,B0022,Current Account,2026-06-01,7635.35,Dormant,0.012,0
A0002815,C000835,P007,B0057,Notice Deposit,2026-03-27,7821.21,Dormant,0.075,0
A0002816,C000267,P003,B0033,Current Account,2025-01-17,280624.66,Active,0.001,0
A0002817,C001145,P002,B0037,Current Account,2026-07-05,11713.03,Active,0.001,1400.0
A0002818,C000600,P002,B0044,Current Account,2024-08-10,42018.38,Active,0.001,0
A0002819,C001180,P020,B0024,Current Account,2023-01-12,48367.11,Active,0.002,0
A0002820,C001534,P006,B0034,Savings,2026-06-30,7569.68,Active,0.062,0
A0002821,C000433,P002,B0028,Current Account,2026-04-01,156201.71,Closed,0.001,0
A0002822,C000159,P006,B0004,Savings,2025-06-24,60770.17,Active,0.062,0
A0002823,C001934,P020,B0037,Current Account,2025-10-12,7133.91,Active,0.002,1400.0
A0002824,C000598,P006,B0028,Savings,2024-01-27,63477.04,Active,0.062,0
A0002825,C001993,P001,B0027,Current Account,2025-07-18,3086.8,Active,0.002,1400.0
A0002826,C001976,P020,B0038,Current Account,2025-09-25,64844.56,Active,0.002,0
A0002827,C000888,P002,B0048,Current Account,2025-08-22,1377.49,Dormant,0.001,0
A0002828,C000489,P003,B0057,Current Account,2022-04-14,18127.91,Active,0.001,0
A0002829,C000998,P011,B0023,Credit Card,2025-12-17,-1801.65,Active,0.205,5000
A0002830,C001393,P020,B0047,Current Account,2026-07-23,41987.95,Active,0.002,0
A0002831,C000395,P002,B0046,Current Account,2026-03-12,12688.37,Active,0.001,0
A0002832,C001695,P018,B0006,Current Account,2023-11-30,4997.73,Dormant,0.012,0
A0002833,C000726,P008,B0012,Fixed Deposit,2026-07-18,24207.93,Active,0.085,0
A0002834,C001248,P007,B0016,Notice Deposit,2026-07-15,72278.1,Active,0.075,0
A0002835,C001647,P001,B0026,Current Account,2023-10-06,13579.67,Dormant,0.002,0
A0002836,C000774,P006,B0038,Savings,2024-08-23,26658.63,Active,0.062,0
A0002837,C000926,P018,B0055,Current Account,2025-01-14,34410.33,Active,0.012,0
A0002838,C001014,P003,B0013,Current Account,2026-01-06,99786.5,Active,0.001,0
A0002839,C001982,P005,B0011,Savings,2023-09-14,7613.98,Active,0.055,1400.0
A0002840,C001651,P002,B0059,Current Account,2025-11-09,10505.07,Active,0.001,0
A0002841,C001285,P011,B0029,Credit Card,2026-05-23,-1616.84,Active,0.205,5000
A0002842,C001315,P006,B0055,Savings,2025-11-12,3928.79,Active,0.062,0
A0002843,C001632,P005,B0020,Savings,2025-02-19,167789.87,Active,0.055,0
A0002844,C001967,P001,B0056,Current Account,2026-04-22,159474.28,Active,0.002,18000.0
A0002845,C000714,P019,B0021,Money Market,2025-04-23,48545.66,Active,0.078,0
A0002846,C000983,P003,B0011,Current Account,2023-12-29,63493.02,Active,0.001,0
A0002847,C001082,P012,B0058,Credit Card,2025-09-22,-963.25,Active,0.185,12200.0
A0002848,C000889,P010,B0026,Credit Card,2024-01-08,-7058.41,Active,0.215,12200.0
A0002849,C000093,P002,B0011,Current Account,2022-07-27,9259.65,Active,0.001,1400.0
A0002850,C000195,P008,B0033,Fixed Deposit,2026-07-07,89691.39,Active,0.085,0
A0002851,C000833,P020,B0019,Current Account,2025-08-19,59259.0,Active,0.002,0
A0002852,C000807,P006,B0015,Savings,2024-06-15,22341.63,Active,0.062,0
A0002853,C000232,P012,B0054,Credit Card,2026-06-20,-7380.74,Active,0.185,12200.0
A0002854,C001316,P006,B0035,Savings,2026-05-16,61164.32,Active,0.062,0
A0002855,C000326,P005,B0042,Savings,2024-03-06,5198.31,Active,0.055,0
A0002856,C001215,P018,B0036,Current Account,2026-03-21,10452.0,Active,0.012,1400.0
A0002857,C001060,P001,B0060,Current Account,2026-06-14,33731.71,Active,0.002,0
A0002858,C000159,P002,B0029,Current Account,2026-05-23,37641.87,Active,0.001,0
A0002859,C000530,P007,B0005,Notice Deposit,2025-09-29,8082.16,Active,0.075,0
A0002860,C001226,P002,B0026,Current Account,2026-02-17,18115.06,Active,0.001,0
A0002861,C001886,P003,B0029,Current Account,2025-11-28,16622.25,Active,0.001,0
A0002862,C000974,P020,B0045,Current Account,2023-05-01,9374.87,Closed,0.002,0
A0002863,C001710,P008,B0053,Fixed Deposit,2023-08-14,13725.54,Active,0.085,0
A0002864,C001081,P010,B0053,Credit Card,2025-06-18,-8186.99,Active,0.215,12200.0
A0002865,C000243,P010,B0026,Credit Card,2025-01-25,-986.21,Active,0.215,5000
A0002866,C000416,P007,B0042,Notice Deposit,2023-06-07,15907.22,Dormant,0.075,0
A0002867,C001696,P006,B0003,Savings,2025-05-20,354362.53,Dormant,0.062,0
A0002868,C000749,P020,B0048,Current Account,2024-05-17,9059.69,Active,0.002,0
A0002869,C000501,P018,B0035,Current Account,2025-01-11,10441.91,Active,0.012,0
A0002870,C001161,P004,B0052,Savings,2026-04-10,18329.07,Active,0.045,0
A0002871,C001632,P004,B0029,Savings,2024-11-15,30160.58,Active,0.045,0
A0002872,C000090,P002,B0029,Current Account,2023-06-04,9557.38,Active,0.001,0
A0002873,C000821,P005,B0017,Savings,2024-10-05,16992.31,Active,0.055,0
A0002874,C001857,P002,B0035,Current Account,2025-05-06,8770.28,Active,0.001,5200.0
A0002875,C000570,P004,B0017,Savings,2023-01-25,20625.93,Active,0.045,1400.0
A0002876,C000834,P004,B0045,Savings,2026-07-25,7414.31,Active,0.045,0
A0002877,C001617,P008,B0052,Fixed Deposit,2024-08-02,18410.17,Active,0.085,0
A0002878,C000247,P004,B0007,Savings,2026-06-15,3930.8,Active,0.045,0
A0002879,C000385,P020,B0024,Current Account,2025-02-25,7537.6,Active,0.002,0
A0002880,C001216,P011,B0038,Credit Card,2024-02-01,-4734.32,Dormant,0.205,12200.0
A0002881,C001829,P012,B0026,Credit Card,2024-08-09,-6570.74,Active,0.185,12200.0
A0002882,C000889,P019,B0005,Money Market,2026-03-24,91124.17,Active,0.078,0
A0002883,C001384,P002,B0006,Current Account,2024-08-10,93265.13,Active,0.001,5200.0
A0002884,C001781,P005,B0043,Savings,2026-01-19,14769.75,Active,0.055,0
A0002885,C001500,P006,B0017,Savings,2025-02-13,8594.74,Active,0.062,0
A0002886,C001793,P018,B0005,Current Account,2025-10-31,24620.38,Dormant,0.012,0
A0002887,C000575,P008,B0022,Fixed Deposit,2023-09-01,37199.07,Active,0.085,0
A0002888,C000283,P004,B0006,Savings,2026-01-21,2871.85,Active,0.045,0
A0002889,C000020,P009,B0036,Money Market,2026-07-11,21838.38,Active,0.068,0
A0002890,C001320,P018,B0014,Current Account,2026-04-01,11911.77,Closed,0.012,0
A0002891,C000308,P020,B0043,Current Account,2026-04-05,35605.06,Active,0.002,0
A0002892,C000233,P003,B0026,Current Account,2025-06-29,12685.09,Active,0.001,0
A0002893,C000139,P001,B0022,Current Account,2024-11-21,18611.17,Closed,0.002,5200.0
A0002894,C001024,P003,B0029,Current Account,2026-01-22,11786.0,Active,0.001,0
A0002895,C000362,P003,B0057,Current Account,2026-01-26,71217.93,Active,0.001,0
A0002896,C000991,P005,B0049,Savings,2026-07-29,50911.9,Active,0.055,0
A0002897,C000217,P020,B0024,Current Account,2025-10-28,17665.89,Active,0.002,0
A0002898,C000114,P001,B0044,Current Account,2026-01-17,2924.14,Active,0.002,0
A0002899,C000553,P007,B0016,Notice Deposit,2025-09-04,68899.46,Active,0.075,0
A0002900,C001931,P020,B0054,Current Account,2026-01-25,6028.16,Active,0.002,0
A0002901,C000184,P006,B0029,Savings,2025-09-15,53338.08,Active,0.062,5200.0
A0002902,C001524,P012,B0051,Credit Card,2026-06-06,-2213.18,Dormant,0.185,5000
A0002903,C000390,P001,B0059,Current Account,2025-02-07,20288.14,Active,0.002,0
A0002904,C000044,P006,B0002,Savings,2025-08-13,26207.71,Active,0.062,0
A0002905,C001356,P009,B0041,Money Market,2025-04-10,10813.77,Active,0.068,0
A0002906,C001232,P006,B0035,Savings,2026-07-17,134375.88,Active,0.062,0
A0002907,C000863,P020,B0042,Current Account,2026-05-18,42538.78,Active,0.002,0
A0002908,C000730,P008,B0011,Fixed Deposit,2025-09-26,33550.02,Active,0.085,0
A0002909,C001293,P004,B0008,Savings,2024-12-27,30206.05,Active,0.045,0
A0002910,C001053,P007,B0013,Notice Deposit,2023-02-09,40313.82,Closed,0.075,0
A0002911,C000692,P009,B0022,Money Market,2025-08-30,20508.21,Active,0.068,0
A0002912,C001760,P005,B0048,Savings,2024-02-21,11392.53,Active,0.055,0
A0002913,C001735,P018,B0044,Current Account,2024-12-27,4744.35,Active,0.012,0
A0002914,C001740,P011,B0035,Credit Card,2025-08-05,-4787.52,Active,0.205,12200.0
A0002915,C000121,P018,B0017,Current Account,2025-05-29,33598.77,Dormant,0.012,5200.0
A0002916,C000509,P011,B0011,Credit Card,2023-09-27,-920.34,Active,0.205,5000
A0002917,C000885,P008,B0014,Fixed Deposit,2024-07-26,224496.72,Closed,0.085,0
A0002918,C000543,P018,B0005,Current Account,2025-10-06,3644.08,Active,0.012,0
A0002919,C000210,P007,B0054,Notice Deposit,2026-06-09,14722.34,Active,0.075,0
A0002920,C000537,P018,B0024,Current Account,2026-06-17,27794.29,Active,0.012,0
A0002921,C000698,P008,B0001,Fixed Deposit,2026-04-27,13298.42,Active,0.085,0
A0002922,C000720,P020,B0060,Current Account,2025-09-07,12930.21,Active,0.002,1400.0
A0002923,C001748,P007,B0040,Notice Deposit,2026-06-19,56028.27,Active,0.075,0
A0002924,C000371,P001,B0039,Current Account,2026-05-17,52216.85,Active,0.002,5200.0
A0002925,C000459,P004,B0050,Savings,2025-10-26,133755.88,Active,0.045,0
A0002926,C000302,P018,B0025,Current Account,2026-07-20,48377.85,Active,0.012,0
A0002927,C000452,P019,B0055,Money Market,2025-07-04,906745.1,Dormant,0.078,0
A0002928,C001233,P018,B0028,Current Account,2025-10-27,41769.45,Active,0.012,5200.0
A0002929,C000618,P008,B0037,Fixed Deposit,2023-07-23,39277.6,Active,0.085,0
